prj,clk_target(ns),clk_estimated(ns),clk_uncertainty(ns),bram,dsp,ff,lut,c_num_arith,c_num_logic,rtl_num_arith,rtl_num_logic,data_input_port(numxbits),data_output_port(numxbits)
235,10.0,7.146,1.25,71,9,68087,89472
236,10.0,7.146,1.25,71,9,68055,89612
237,10.0,7.146,1.25,71,9,68095,89756
238,10.0,7.146,1.25,71,9,68094,90167
239,10.0,7.146,1.25,71,9,68246,90890
24,10.0,7.146,1.25,71,9,68353,92217
240,10.0,7.146,1.25,71,9,68323,92331
241,10.0,7.146,1.25,103,9,68484,95082
242,10.0,7.146,1.25,167,9,68773,100761
243,10.0,7.146,1.25,295,9,70198,121328
244,10.0,7.146,1.25,71,9,68089,89608
245,10.0,7.146,1.25,71,9,68057,89764
246,10.0,7.146,1.25,71,9,68097,89908
247,10.0,7.146,1.25,71,9,68096,90319
248,10.0,7.146,1.25,71,9,68243,91022
249,10.0,7.146,1.25,71,9,68327,92463
25,10.0,7.146,1.25,103,9,68514,94968
250,10.0,7.146,1.25,103,9,68485,95214
251,10.0,7.146,1.25,167,9,68774,100893
252,10.0,7.146,1.25,295,9,70200,121416
253,10.0,7.146,1.25,71,9,68089,89608
254,10.0,7.146,1.25,71,9,68057,89764
255,10.0,7.146,1.25,71,9,68097,89908
256,10.0,7.146,1.25,71,9,68096,90319
257,10.0,7.146,1.25,71,9,68243,91022
258,10.0,7.146,1.25,71,9,68327,92463
259,10.0,7.146,1.25,103,9,68485,95214
26,10.0,7.146,1.25,167,9,68803,100647
260,10.0,7.146,1.25,167,9,68774,100893
261,10.0,7.146,1.25,295,9,70200,121416
262,10.0,7.146,1.25,71,9,68089,89608
263,10.0,7.146,1.25,71,9,68057,89764
264,10.0,7.146,1.25,71,9,68097,89908
265,10.0,7.146,1.25,71,9,68096,90319
266,10.0,7.146,1.25,71,9,68243,91022
267,10.0,7.146,1.25,71,9,68327,92463
268,10.0,7.146,1.25,103,9,68485,95214
269,10.0,7.146,1.25,167,9,68774,100893
27,10.0,7.146,1.25,295,9,70228,117179
270,10.0,7.146,1.25,295,9,70200,121416
271,10.0,7.146,1.25,71,9,68089,89608
272,10.0,7.146,1.25,71,9,68057,89764
273,10.0,7.146,1.25,71,9,68097,89908
274,10.0,7.146,1.25,71,9,68096,90319
275,10.0,7.146,1.25,71,9,68243,91022
276,10.0,7.146,1.25,71,9,68327,92463
277,10.0,7.146,1.25,103,9,68485,95214
278,10.0,7.146,1.25,167,9,68774,100893
279,10.0,7.146,1.25,295,9,70200,121416
28,10.0,7.146,1.25,71,9,68132,89358
280,10.0,7.146,1.25,71,9,68089,89608
281,10.0,7.146,1.25,71,9,68057,89764
282,10.0,7.146,1.25,71,9,68097,89908
283,10.0,7.146,1.25,71,9,68096,90319
284,10.0,7.146,1.25,71,9,68243,91022
285,10.0,7.146,1.25,71,9,68327,92463
286,10.0,7.146,1.25,103,9,68485,95214
287,10.0,7.146,1.25,167,9,68774,100893
288,10.0,7.146,1.25,295,9,70200,121416
289,10.0,7.146,1.25,71,9,68089,89608
29,10.0,7.146,1.25,71,9,68100,89498
290,10.0,7.146,1.25,71,9,68057,89764
291,10.0,7.146,1.25,71,9,68097,89908
292,10.0,7.146,1.25,71,9,68096,90319
293,10.0,7.146,1.25,71,9,68243,91022
294,10.0,7.146,1.25,71,9,68327,92463
295,10.0,7.146,1.25,103,9,68485,95214
296,10.0,7.146,1.25,167,9,68774,100893
297,10.0,7.146,1.25,295,9,70200,121416
298,10.0,7.146,1.25,71,9,68089,89608
299,10.0,7.146,1.25,71,9,68057,89764
3,10.0,7.146,1.25,71,9,68140,89642
30,10.0,7.146,1.25,71,9,68140,89642
300,10.0,7.146,1.25,71,9,68097,89908
301,10.0,7.146,1.25,71,9,68096,90319
302,10.0,7.146,1.25,71,9,68243,91022
303,10.0,7.146,1.25,71,9,68327,92463
304,10.0,7.146,1.25,103,9,68485,95214
305,10.0,7.146,1.25,167,9,68774,100893
306,10.0,7.146,1.25,295,9,70200,121416
307,10.0,7.146,1.25,71,9,68089,89608
308,10.0,7.146,1.25,71,9,68057,89764
309,10.0,7.146,1.25,71,9,68097,89908
31,10.0,7.146,1.25,71,9,68124,90053
310,10.0,7.146,1.25,71,9,68096,90319
311,10.0,7.146,1.25,71,9,68243,91022
312,10.0,7.146,1.25,71,9,68327,92463
313,10.0,7.146,1.25,103,9,68485,95214
314,10.0,7.146,1.25,167,9,68774,100893
315,10.0,7.146,1.25,295,9,70200,121416
316,10.0,7.146,1.25,71,9,68089,89608
317,10.0,7.146,1.25,71,9,68057,89764
318,10.0,7.146,1.25,71,9,68097,89908
319,10.0,7.146,1.25,71,9,68096,90319
32,10.0,7.146,1.25,71,9,68287,90776
320,10.0,7.146,1.25,71,9,68243,91022
321,10.0,7.146,1.25,71,9,68327,92463
322,10.0,7.146,1.25,103,9,68485,95214
323,10.0,7.146,1.25,167,9,68774,100893
324,10.0,7.146,1.25,295,9,70200,121416
33,10.0,7.146,1.25,71,9,68353,92217
34,10.0,7.146,1.25,103,9,68514,94968
35,10.0,7.146,1.25,167,9,68803,100647
36,10.0,7.146,1.25,295,9,70228,117179
37,10.0,7.146,1.25,71,9,68132,89358
38,10.0,7.146,1.25,71,9,68100,89498
39,10.0,7.146,1.25,71,9,68140,89642
4,10.0,7.146,1.25,71,9,68124,90053
40,10.0,7.146,1.25,71,9,68124,90053
41,10.0,7.146,1.25,71,9,68287,90776
42,10.0,7.146,1.25,71,9,68353,92217
43,10.0,7.146,1.25,103,9,68514,94968
44,10.0,7.146,1.25,167,9,68803,100647
45,10.0,7.146,1.25,295,9,70228,117179
46,10.0,7.146,1.25,71,9,68132,89358
47,10.0,7.146,1.25,71,9,68100,89498
48,10.0,7.146,1.25,71,9,68140,89642
49,10.0,7.146,1.25,71,9,68124,90053
5,10.0,7.146,1.25,71,9,68287,90776
50,10.0,7.146,1.25,71,9,68287,90776
51,10.0,7.146,1.25,71,9,68353,92217
52,10.0,7.146,1.25,103,9,68514,94968
53,10.0,7.146,1.25,167,9,68803,100647
54,10.0,7.146,1.25,295,9,70228,117179
55,10.0,7.146,1.25,71,9,68132,89358
56,10.0,7.146,1.25,71,9,68100,89498
57,10.0,7.146,1.25,71,9,68140,89642
58,10.0,7.146,1.25,71,9,68124,90053
59,10.0,7.146,1.25,71,9,68287,90776
6,10.0,7.146,1.25,71,9,68353,92217
60,10.0,7.146,1.25,71,9,68353,92217
61,10.0,7.146,1.25,103,9,68514,94968
62,10.0,7.146,1.25,167,9,68803,100647
63,10.0,7.146,1.25,295,9,70228,117179
64,10.0,7.146,1.25,71,9,68132,89358
65,10.0,7.146,1.25,71,9,68100,89498
66,10.0,7.146,1.25,71,9,68140,89642
67,10.0,7.146,1.25,71,9,68124,90053
68,10.0,7.146,1.25,71,9,68287,90776
69,10.0,7.146,1.25,71,9,68353,92217
7,10.0,7.146,1.25,103,9,68514,94968
70,10.0,7.146,1.25,103,9,68514,94968
71,10.0,7.146,1.25,167,9,68803,100647
72,10.0,7.146,1.25,295,9,70228,117179
73,10.0,7.146,1.25,71,9,68132,89358
74,10.0,7.146,1.25,71,9,68100,89498
75,10.0,7.146,1.25,71,9,68140,89642
76,10.0,7.146,1.25,71,9,68124,90053
77,10.0,7.146,1.25,71,9,68287,90776
78,10.0,7.146,1.25,71,9,68353,92217
79,10.0,7.146,1.25,103,9,68514,94968
8,10.0,7.146,1.25,167,9,68803,100647
80,10.0,7.146,1.25,167,9,68803,100647
81,10.0,7.146,1.25,295,9,70228,117179
82,10.0,7.146,1.25,71,9,68085,89451
83,10.0,7.146,1.25,71,9,68053,89591
84,10.0,7.146,1.25,71,9,68093,89735
85,10.0,7.146,1.25,71,9,68097,90146
86,10.0,7.146,1.25,71,9,68093,90947
87,10.0,7.146,1.25,71,9,68098,92658
88,10.0,7.146,1.25,103,9,68482,95061
89,10.0,7.146,1.25,167,9,68771,100740
9,10.0,7.146,1.25,295,9,70228,117179
90,10.0,7.146,1.25,295,9,70196,117272
91,10.0,7.146,1.25,71,9,68085,89451
92,10.0,7.146,1.25,71,9,68053,89591
93,10.0,7.146,1.25,71,9,68093,89735
94,10.0,7.146,1.25,71,9,68097,90146
95,10.0,7.146,1.25,71,9,68093,90947
96,10.0,7.146,1.25,71,9,68098,92658
97,10.0,7.146,1.25,103,9,68482,95061
98,10.0,7.146,1.25,167,9,68771,100740
99,10.0,7.146,1.25,295,9,70196,117272
