prjclk_target(ns),clk_estimated(ns),clk_uncertainty(ns),bram,dsp,ff,lutc_num_arith,c_num_logic,rtl_num_arith,rtl_num_logic,data_input_port(numxbits),data_output_port(numxbits)
io4_l2n1p1_l5n1p1_l8p4n1,10.0,8.518,1.25,56,40,29014,17217,565,48,65,48,16x32,4x32
io4_l2n1p1_l5n1p1_l8p4n1_d1d2,10.0,8.48,1.25,144,80,41660,26000,552,48,68,48,16x32,4x32
io4_l2n1p2_l5n1p2_l8n1n1,10.0,7.966,1.25,56,5,1696,2977,42,27,34,27,16x32,4x32
io4_l2n1p2_l5n1p2_l8n1n1_d1d2,10.0,7.966,1.25,112,5,1726,6262,41,25,33,25,16x32,4x32
io4_l2n1p2_l5n1p2_l8n1n2,10.0,7.966,1.25,56,8,1920,3223,44,31,35,31,16x32,4x32
io4_l2n1p2_l5n1p2_l8n1n2_d1d2,10.0,7.966,1.25,112,8,2597,5663,43,28,34,28,16x32,4x32
io4_l2n1p2_l5n1p2_l8n1n4,10.0,7.977,1.25,56,8,2111,3309,49,30,36,30,16x32,4x32
io4_l2n1p2_l5n1p2_l8n1n4_d1d2,10.0,7.966,1.25,112,14,3107,5941,47,25,36,25,16x32,4x32
io4_l2n1p2_l5n1p2_l8n1p1,10.0,7.966,1.25,56,5,1786,3181,44,30,36,30,16x32,4x32
io4_l2n1p2_l5n1p2_l8n1p1_d1d2,10.0,7.966,1.25,112,5,2364,5614,43,28,35,28,16x32,4x32
io4_l2n1p2_l5n1p2_l8n1p2,10.0,7.969,1.25,56,5,1849,3310,47,34,37,34,16x32,4x32
io4_l2n1p2_l5n1p2_l8n1p2_d1d2,10.0,7.969,1.25,112,5,2531,5803,45,31,35,31,16x32,4x32
io4_l2n1p2_l5n1p2_l8n1p4,10.0,7.966,1.25,56,5,2053,3443,53,33,39,33,16x32,4x32
io4_l2n1p2_l5n1p2_l8n1p4_d1d2,10.0,7.966,1.25,112,5,2776,5816,49,28,35,28,16x32,4x32
io4_l2n1p2_l5n1p2_l8p1n1,10.0,8.571,1.25,56,11,2648,7483,187,56,55,56,16x32,4x32
io4_l2n1p2_l5n1p2_l8p1n1_d1d2,10.0,8.518,1.25,112,14,3461,10803,172,54,41,54,16x32,4x32
io4_l2n1p2_l5n1p2_l8p2n1,10.0,9.788,1.25,56,8,7230,8992,315,59,54,59,16x32,4x32
io4_l2n1p2_l5n1p2_l8p2n1_d1d2,10.0,8.617,1.25,120,26,9287,13564,300,57,45,57,16x32,4x32
io4_l2n1p2_l5n1p2_l8p4n1,10.0,8.555,1.25,56,40,29147,17474,571,56,67,56,16x32,4x32
io4_l2n1p2_l5n1p2_l8p4n1_d1d2,10.0,8.518,1.25,144,80,42008,26370,556,54,68,54,16x32,4x32
io4_l2n1p4_l5n1p4_l8n1n1,10.0,7.966,1.25,56,5,2040,3235,54,25,38,25,16x32,4x32
io4_l2n1p4_l5n1p4_l8n1n1_d1d2,10.0,7.966,1.25,112,5,2048,6456,49,19,33,19,16x32,4x32
io4_l2n1p4_l5n1p4_l8n1n2,10.0,7.966,1.25,56,8,2264,3481,56,29,39,29,16x32,4x32
io4_l2n1p4_l5n1p4_l8n1n2_d1d2,10.0,7.966,1.25,112,8,3023,5681,51,22,34,22,16x32,4x32
io4_l2n1p4_l5n1p4_l8n1n4,10.0,7.966,1.25,56,8,2423,3573,61,28,40,28,16x32,4x32
io4_l2n1p4_l5n1p4_l8n1n4_d1d2,10.0,7.966,1.25,112,14,3533,5971,55,19,36,19,16x32,4x32
io4_l2n1p4_l5n1p4_l8n1p1,10.0,7.966,1.25,56,5,2130,3439,56,28,40,28,16x32,4x32
io4_l2n1p4_l5n1p4_l8n1p1_d1d2,10.0,7.966,1.25,112,5,2790,5632,51,22,35,22,16x32,4x32
io4_l2n1p4_l5n1p4_l8n1p2,10.0,7.966,1.25,56,5,2193,3564,59,32,41,32,16x32,4x32
io4_l2n1p4_l5n1p4_l8n1p2_d1d2,10.0,7.966,1.25,112,5,2957,5817,53,25,35,25,16x32,4x32
io4_l2n1p4_l5n1p4_l8n1p4,10.0,7.966,1.25,56,5,2333,3685,65,31,43,31,16x32,4x32
io4_l2n1p4_l5n1p4_l8n1p4_d1d2,10.0,7.966,1.25,112,5,3138,5818,57,22,35,22,16x32,4x32
io4_l2n1p4_l5n1p4_l8p1n1,10.0,8.646,1.25,56,11,2992,7736,199,54,59,54,16x32,4x32
io4_l2n1p4_l5n1p4_l8p1n1_d1d2,10.0,7.966,1.25,112,14,3873,10817,180,48,41,48,16x32,4x32
io4_l2n1p4_l5n1p4_l8p2n1,10.0,9.183,1.25,56,8,7493,9174,327,57,58,57,16x32,4x32
