name_unique,dataset_name,name,part,target_clock_period,version_vitis_hls,version_vivado,hls_synth__clock_period,hls_synth__latency_best_cycles,hls_synth__latency_best_seconds,hls_synth__latency_average_cycles,hls_synth__latency_average_seconds,hls_synth__latency_worst_cycles,hls_synth__latency_worst_seconds,hls_synth__resources_lut_used,hls_synth__resources_ff_used,hls_synth__resources_dsp_used,hls_synth__resources_bram_used,hls_synth__resources_uram_used,impl__power__total_power,impl__power__dynamic_power,impl__power__static_power,impl__utilization__Total LUTs,impl__utilization__Logic LUTs,impl__utilization__LUTRAMs,impl__utilization__SRLs,impl__utilization__FFs,impl__utilization__RAMB36,impl__utilization__RAMB18,impl__utilization__URAM,impl__utilization__DSP Blocks,impl__timing__wns,impl__timing__tns,impl__timing__whs,impl__timing__ths,impl__timing__wpws,impl__timing__tpws,impl__timing__clock_period,impl__timing__clock_frequency,execution__OptDSLFrontend__t_start,execution__OptDSLFrontend__t_end,execution__OptDSLFrontend__dt,execution__OptDSLFrontend__core,execution__VitisHLSSynthFlow__t_start,execution__VitisHLSSynthFlow__t_end,execution__VitisHLSSynthFlow__dt,execution__VitisHLSSynthFlow__core,execution__VitisHLSImplFlow__t_start,execution__VitisHLSImplFlow__t_end,execution__VitisHLSImplFlow__dt,execution__VitisHLSImplFlow__core,execution__VitisHLSImplReportFlow__t_start,execution__VitisHLSImplReportFlow__t_end,execution__VitisHLSImplReportFlow__dt,execution__VitisHLSImplReportFlow__core
md_grid_opt_56e4b2baf587e2338aeea0a98ac7872d,machsuite_xilinx,md,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.357000000000001e-09,6721.0,4.944639700000001e-05,5916929.0,0.043530846653000006,356663553.0,2.623973759421,37680,23754,86,0,0,1259.801,636.044,623.757,57839,57617,0,222,21556,0,0,0,77,-5.956,-6668.286,0.007,0.0,4.468,0.0,10.0,100.0,636266.716500537,636267.447379364,0.7308788270456716,16,636576.591130747,636693.980224508,117.38909376098309,16,640847.152537172,642647.20412292,1800.0515857480932,10,662054.889617088,662187.152261278,132.262644189992,21
md_grid_opt_5d101e23cae6834cadfa4a8d401ce003,machsuite_xilinx,md,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.475e-09,3649.0,2.7276275000000003e-05,5905153.0,0.044141018675000004,356344065.0,2.6636718858750004,12577,12092,86,0,0,891.534,269.825,621.709,13394,13276,0,118,14080,0,0,0,71,-0.455,-16.438,0.019,0.0,4.468,0.0,10.0,100.0,636266.716500537,636268.077060643,1.3605601059971377,16,636603.853503674,636642.26941906,38.41591538593639,10,641023.579955376,642013.641920703,990.0619653270114,4,664080.681356756,664209.198561472,128.51720471598674,35
md_grid_opt_7403f646f66ae27cbda9366056b9eaa2,machsuite_xilinx,md,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.445000000000001e-09,7425.0,5.5279125000000006e-05,1468161.0,0.010930458645,33960193.0,0.25283363688500005,9965,12891,86,0,0,819.992,198.678,621.315,13572,13363,0,209,11828,0,0,0,71,-1.503,-29.371,0.019,0.0,4.468,0.0,10.0,100.0,636266.716500537,636267.529587789,0.8130872519686818,16,636586.336461938,636613.327851096,26.99138915806543,20,640950.657414727,641886.061418912,935.4040041849948,1,664086.591497618,664223.469754128,136.87825651001185,38
md_grid_opt_81fb9d232d686be93761610ac988fc8d,machsuite_xilinx,md,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.357000000000001e-09,2049.0,1.5074493000000002e-05,5887745.0,0.04331613996500001,355803393.0,2.6176455623010004,9918,8539,86,0,0,839.776,218.353,621.423,10152,10137,0,15,10659,0,0,0,77,0.144,0.0,0.019,0.0,4.468,0.0,10.0,100.0,636266.716500537,636266.97851216,0.26201162301003933,16,636572.42540653,636601.378837811,28.9534312809119,5,640819.893328436,641699.438302809,879.5449743730715,3,664087.221170062,664213.465074918,126.24390485603362,39
md_grid_opt_c13629ab2dc07d9bf47f9abaf99934f5,machsuite_xilinx,md,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.475e-09,3649.0,2.7276275000000003e-05,5905153.0,0.044141018675000004,356344065.0,2.6636718858750004,23356,14258,86,0,0,1093.934,471.104,622.83,32632,32514,0,118,14395,0,0,0,77,-4.017,-1399.968,0.007,0.0,4.468,0.0,10.0,100.0,636266.716500537,636267.478033583,0.7615330460248515,16,636577.16825078,636631.912250389,54.743999609025195,23,640882.035430262,642411.768981785,1529.7335515230661,16,664089.841973882,664256.193615271,166.35164138895925,32
md_grid_opt_e7339a0c849b3d6605240a05c2615495,machsuite_xilinx,md,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.298e-09,1281.0,9.348738e-06,5856001.0,0.042737095298,354771201.0,2.589120224898,10481,7133,86,0,0,852.178,230.686,621.492,14145,14130,0,15,9048,0,0,0,77,-1.863,-58.257,0.019,0.0,4.468,0.0,10.0,100.0,636266.716500537,636267.597038529,0.8805379919940606,16,636587.131120023,636616.067701467,28.936581443995237,7,640996.754304584,642026.141299607,1029.386995023,17,664091.847937037,664226.644566303,134.7966292659985,36
md_knn_opt_043e15d06e35f57ef93d947a060ac65f,machsuite_xilinx,md_kernel,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.445000000000001e-09,43777.0,0.000325919765,43777.0,0.000325919765,43777.0,0.000325919765,5873,8341,45,0,0,769.955,148.915,621.039,11043,10643,0,400,10531,0,0,0,36,2.426,0.0,0.007,0.0,4.468,0.0,10.0,100.0,636266.716501956,636267.449236397,0.7327344410587102,18,636695.215558722,636718.693302572,23.477743849973194,11,641357.075557383,642166.00935294,808.9337955570081,20,664094.242012378,664211.362153105,117.12014072702732,42
md_knn_opt_2b793528f1081b2a225b75789c666d65,machsuite_xilinx,md_kernel,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.416000000000001e-09,43777.0,0.00032465023200000005,43777.0,0.00032465023200000005,43777.0,0.00032465023200000005,4176,6268,42,0,0,790.501,169.348,621.152,7539,7331,0,208,8636,0,0,0,33,4.35,0.0,0.005,0.0,4.468,0.0,10.0,100.0,636266.716501956,636267.435173305,0.7186713489936665,18,636693.980895782,636715.411734063,21.430838280939497,16,641208.820442269,641964.313562482,755.4931202130392,27,664095.867622838,664205.059760078,109.19213723996654,47
md_knn_opt_6646246189f4da04954c0191ab4ef065,machsuite_xilinx,md_kernel,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.43e-09,43777.0,0.00032526311,43777.0,0.00032526311,43777.0,0.00032526311,5410,6095,42,0,0,801.77,180.556,621.214,8858,8650,0,208,8469,0,0,0,33,3.412,0.0,0.011,0.0,4.468,0.0,10.0,100.0,636266.716501956,636267.318068898,0.601566942059435,18,636669.695489016,636696.048046838,26.352557822014205,10,641142.687531502,641945.306311459,802.6187799570616,28,664096.81094639,664210.42770302,113.6167566300137,41
md_knn_opt_84ebdbf133e9d0ec765b3c7c74c9bbd3,machsuite_xilinx,md_kernel,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.701e-09,44033.0,0.00033909813300000004,44033.0,0.00033909813300000004,44033.0,0.00033909813300000004,9500,11820,62,0,0,839.003,217.584,621.419,16755,16740,0,15,14241,0,0,0,50,-1.801,-58.773,0.019,0.0,4.468,0.0,10.0,100.0,636266.716501956,636267.251393323,0.5348913669586182,18,636642.269992758,636669.694596717,27.424603958963417,10,641113.679541166,642137.527356969,1023.8478158029029,31,664100.262963601,664198.79836473,98.53540112893097,19
md_knn_opt_f066cc335d50985991b2b4a11d9604bf,machsuite_xilinx,md_kernel,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.416000000000001e-09,43777.0,0.00032465023200000005,43777.0,0.00032465023200000005,43777.0,0.00032465023200000005,4364,6086,42,0,0,794.921,173.744,621.177,7974,7766,0,208,8462,0,0,0,33,5.593,0.0,0.011,0.0,4.468,0.0,10.0,100.0,636266.716501956,636267.961060858,1.2445589019916952,18,636699.634009931,636720.652071887,21.018061956041493,21,641476.130429552,642214.732992523,738.6025629709475,23,664103.717979637,664191.838521121,88.12054148397874,16
nw_opt_1e411d2b1884a6930c851ada63b3f171,machsuite_xilinx,needwun,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,6.847000000000001e-09,,,,,,,23520,4163,0,0,0,747.492,126.576,620.916,12621,12621,0,0,3506,0,0,0,0,-0.719,-0.852,0.024,0.0,4.725,0.0,10.0,100.0,636266.716537492,636268.337777189,1.6212396969785914,19,636796.875148619,636866.226070372,69.35092175309546,10,641814.045259586,642544.607392147,730.5621325609973,19,664109.736409387,664187.158031179,77.42162179201841,17
nw_opt_1edd21caf60786f4d7d6af1a7d21e81a,machsuite_xilinx,needwun,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.2070000000000004e-09,,,,,,,19662,1957,0,0,0,657.357,36.935,620.423,7670,7670,0,0,1553,0,0,0,0,1.687,0.0,0.019,0.0,4.725,0.0,10.0,100.0,636266.716537492,636267.478100413,0.7615629209904,19,636776.430753527,636839.914741814,63.48398828704376,21,641682.425857953,642352.823534768,670.3976768149296,5,664110.079867638,664210.580141778,100.50027414003853,2
nw_opt_32b9cd98b1044b8ac72b7ede41f908c2,machsuite_xilinx,needwun,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,6.847000000000001e-09,,,,,,,6065,1279,0,0,0,645.793,25.434,620.36,2879,2879,0,0,1113,0,0,0,0,2.616,0.0,0.019,0.0,4.725,0.0,10.0,100.0,636266.716537492,636268.349644283,1.6331067909486592,19,636810.06404359,636839.524239926,29.460196336032823,19,641884.668807609,642435.465296562,550.7964889529394,7,664111.869219961,664207.464633704,95.59541374305263,3
nw_opt_377f351b68596748e1e8505ce6a90314,machsuite_xilinx,needwun,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.011000000000001e-09,,,,,,,22257,4347,0,0,0,762.044,141.048,620.996,12844,12844,0,0,3100,0,0,0,0,-1.519,-23.271,0.024,0.0,4.725,0.0,10.0,100.0,636266.716537492,636267.955968611,1.2394311189418659,19,636790.526368177,636912.547913706,122.0215455290163,24,641699.439148634,642583.13329311,883.6941444759723,3,664114.093435805,664239.832936929,125.73950112389866,1
nw_opt_65f627ce09668df312e49bb6c7c4d748,machsuite_xilinx,needwun,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.011000000000001e-09,,,,,,,19766,2018,0,0,0,652.765,32.368,620.398,8871,8871,0,0,1680,0,0,0,0,1.24,0.0,0.024,0.0,4.725,0.0,10.0,100.0,636266.716537492,636266.928259126,0.2117216340266168,19,636720.652649905,636776.43012193,55.77747202501632,21,641518.731588195,642189.389712753,670.6581245580455,6,664114.139095411,664218.612308807,104.47321339591872,4
nw_opt_68079e408604287125cc61e96e6c2bd6,machsuite_xilinx,needwun,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.2070000000000004e-09,,,,,,,18841,889,0,0,0,658.356,37.928,620.428,5807,5807,0,0,842,0,0,0,0,3.368,0.0,0.025,0.0,4.725,0.0,10.0,100.0,636266.716537492,636267.448266401,0.7317289089551196,19,636765.354739328,636821.513512517,56.158773188944906,11,641617.537717948,642297.374289114,679.836571166059,14,664117.57524352,664219.574360024,101.9991165039828,0
nw_opt_843ddc231b5dadc33489f41d937a24d5,machsuite_xilinx,needwun,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,6.559e-09,,,,,,,10536,2126,0,0,0,643.524,23.177,620.347,4497,4497,0,0,1921,0,0,0,0,4.851,0.0,0.04,0.0,4.725,0.0,10.0,100.0,636266.716537492,636267.016510365,0.299972872948274,19,636754.294833195,636794.861676883,40.56684368790593,12,641609.22839115,642218.679257184,609.4508660340216,8,664118.082425132,664213.915929624,95.83350449195132,5
nw_opt_b4f652091dee2e703f676bd11b08354e,machsuite_xilinx,needwun,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,6.559e-09,,,,,,,9086,2070,0,0,0,649.383,29.004,620.379,4567,4567,0,0,1943,0,0,0,0,4.329,0.0,0.021,0.0,4.725,0.0,10.0,100.0,636266.716537492,636268.307007213,1.5904697210062295,19,636790.844961716,636817.376075299,26.531113583012484,26,641796.614896754,642382.305024868,585.690128113958,12,664120.519140559,664212.661926806,92.14278624695726,12
nw_opt_b51e47d9f67ccf0e696569d33ed468f3,machsuite_xilinx,needwun,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.2070000000000004e-09,,,,,,,18302,3033,0,0,0,676.652,56.123,620.528,9962,9962,0,0,1757,0,0,0,0,0.098,0.0,0.019,0.0,4.725,0.0,10.0,100.0,636266.716537492,636267.990573582,1.2740360900061205,19,636790.719666487,636912.139957951,121.42029146407731,27,641759.541993178,642529.117283588,769.5752904100809,15,664120.92274124,664199.845945978,78.92320473794825,31
nw_opt_be18acecbf0705a233b2dbe692f3ae33,machsuite_xilinx,needwun,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,6.847000000000001e-09,,,,,,,6465,1146,0,0,0,652.207,31.812,620.395,3270,3270,0,0,968,0,0,0,0,1.185,0.0,0.045,0.0,4.725,0.0,10.0,100.0,636266.716537492,636268.336505245,1.6199677529511973,19,636794.862230937,636821.918134059,27.055903121945448,12,641813.67260691,642388.434253287,574.7616463770391,9,664122.100452753,664182.915277456,60.81482470303308,30
nw_opt_c607c1c0e23e0b5cd4f6a407352e3aa3,machsuite_xilinx,needwun,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.2070000000000004e-09,,,,,,,23034,1620,0,0,0,661.547,41.101,620.446,7161,7161,0,0,1453,0,0,0,0,2.956,0.0,0.019,0.0,4.725,0.0,10.0,100.0,636266.716537492,636268.348516018,1.631978526012972,19,636809.76533694,636886.12689679,76.36155985004734,31,641839.684949889,642550.948186215,711.2632363260491,25,664124.529646741,664192.780313887,68.25066714605782,21
sort_merge_opt_1e212271c7f4597ef4bbae84aee72b91,machsuite_xilinx,ms_mergesort,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,5.539e-09,,,,,,,2173,1049,0,4,0,626.477,6.208,620.269,1032,1032,0,0,846,2,0,0,0,5.799,0.0,0.044,0.0,4.458,0.0,10.0,100.0,636266.71661397,636268.534485126,1.8178711560321972,20,636820.37529901,636840.839048155,20.46374914504122,17,641949.360039479,642484.406241241,535.0462017620448,11,664124.547062157,664182.482909326,57.935847169021145,22
sort_merge_opt_22626228db848cb9cb7f47c35ce6388c,machsuite_xilinx,ms_mergesort,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,6.367e-09,,,,,,,3196,1537,0,4,0,635.586,15.267,620.319,1924,1924,0,0,1360,2,0,0,0,5.165,0.0,0.028,0.0,4.458,0.0,10.0,100.0,636266.71661397,636268.538858372,1.8222444020211697,20,636821.514117199,636843.001351017,21.487233818043023,11,641964.314603246,642472.229094802,507.91449155600276,27,664125.647730273,664178.453718135,52.80598786205519,29
sort_merge_opt_3c53f8c18a1a89a93bdd55c1bbf5154c,machsuite_xilinx,ms_mergesort,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,6.111e-09,,,,,,,1617,942,0,4,0,628.019,7.741,620.277,933,933,0,0,770,2,0,0,0,6.186,0.0,0.044,0.0,4.458,0.0,10.0,100.0,636266.71661397,636268.168417992,1.4518040219554678,20,636817.376888342,636837.889535698,20.51264735602308,26,641923.882451726,642454.072440019,530.1899882929865,2,664126.537226923,664178.758098934,52.220872010919265,27
sort_merge_opt_6d33fe028764856d622804c3631c7c52,machsuite_xilinx,ms_mergesort,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,6.544e-09,,,,,,,8726,3912,0,4,0,661.465,41.005,620.46,5900,5900,0,0,3711,2,0,0,0,3.585,0.0,0.041,0.0,4.458,0.0,10.0,100.0,636266.71661397,636268.54281584,1.8262018699897453,20,636822.904676901,636848.671146171,25.766469270107336,1,642026.142115338,642608.03019753,581.8880821920466,17,664127.731210962,664217.51882902,89.78761805791873,6
sort_merge_opt_750aa3aa7f33b182f908c10293046102,machsuite_xilinx,ms_mergesort,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,6.367e-09,,,,,,,3196,1537,0,4,0,635.586,15.267,620.319,1924,1924,0,0,1360,2,0,0,0,5.165,0.0,0.028,0.0,4.458,0.0,10.0,100.0,636266.71661397,636268.407173239,1.6905592690454796,20,636820.203554954,636841.135482825,20.931927870959044,9,641945.30715743,642451.77931972,506.4721622900106,28,664128.587361634,664208.973015315,80.38565368100535,7
sort_merge_opt_8f37aeb3f19752e891d8020d616969b7,machsuite_xilinx,ms_mergesort,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,6.404000000000001e-09,,,,,,,17135,7083,0,4,0,661.023,40.565,620.458,11543,11543,0,0,6850,2,0,0,0,2.074,0.0,0.023,0.0,4.458,0.0,10.0,100.0,636266.71661397,636267.740593039,1.0239790689665824,20,636812.674798183,636846.707227054,34.03242887102533,29,641909.346804475,642600.939317004,691.5925125291105,24,664131.506235317,664231.182108035,99.67587271798402,9
sort_merge_opt_91aaba51605a0aacd84c8f1a808d5367,machsuite_xilinx,ms_mergesort,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,5.539e-09,,,,,,,1914,860,0,4,0,626.229,5.961,620.268,907,907,0,0,684,2,0,0,0,6.041,0.0,0.025,0.0,4.458,0.0,10.0,100.0,636266.71661397,636267.690072357,0.9734583869576454,20,636812.564411571,636832.692959573,20.12854800198693,5,641904.669135603,642401.827343252,497.1582076490158,18,664131.781500333,664189.973620817,58.192120483960025,28
sort_merge_opt_a858d5d0180da769af88dea0bdf3caa4,machsuite_xilinx,ms_mergesort,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,5.539e-09,,,,,,,2389,1050,0,4,0,626.591,6.321,620.27,1071,1071,0,0,847,2,0,0,0,5.945,0.0,0.046,0.0,4.458,0.0,10.0,100.0,636266.71661397,636268.545615,1.8290010299533606,20,636823.91071846,636845.693069918,21.78235145797953,3,642137.52821899,642640.375922649,502.8477036590921,31,664134.244414188,664191.770108495,57.525694307056256,20
sort_merge_opt_a9b270b786a758c27531e27a80f392a5,machsuite_xilinx,ms_mergesort,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,3.923000000000001e-09,,,,,,,2800,1288,0,4,0,631.871,11.573,620.299,1260,1260,0,0,1012,2,0,0,0,5.035,0.0,0.044,0.0,4.458,0.0,10.0,100.0,636266.71661397,636267.44453583,0.7279218600597233,20,636810.343877167,636830.441238074,20.097360907006077,25,641891.335450464,642432.553260613,541.2178101489553,0,664134.456646389,664222.861053254,88.40440686501097,15
sort_merge_opt_b545a9d60b62345ada89f7612311a25f,machsuite_xilinx,ms_mergesort,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,6.111e-09,,,,,,,2398,945,0,4,0,628.749,8.468,620.281,1094,1094,0,0,773,2,0,0,0,6.062,0.0,0.023,0.0,4.458,0.0,10.0,100.0,636266.71661397,636266.778095311,0.06148134102113545,20,636810.315205047,636831.529047765,21.213842717930675,30,641886.063225575,642415.130169127,529.0669435519958,1,664135.051558247,664184.748130457,49.69657221005764,18
sort_merge_opt_e264e52014f419e7f5d3c56ef97a7f8f,machsuite_xilinx,ms_mergesort,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,3.656e-09,,,,,,,11629,4475,0,4,0,647.145,26.763,620.382,8622,8622,0,0,4387,2,0,0,0,1.959,0.0,0.039,0.0,4.458,0.0,10.0,100.0,636266.71661397,636268.540849869,1.824235899024643,20,636821.918811456,637015.778056433,193.85924497700762,12,642013.642795948,643753.896792965,1740.2539970170474,4,664139.471083881,664234.238440654,94.7673567730235,10
sort_merge_opt_fa0b838258afb750ca4b58d26f67c584,machsuite_xilinx,ms_mergesort,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,3.656e-09,,,,,,,11976,4477,0,4,0,646.611,26.232,620.379,8751,8751,0,0,4389,2,0,0,0,0.517,0.0,0.039,0.0,4.458,0.0,10.0,100.0,636266.71661397,636268.546966924,1.8303529539844021,20,636830.441853695,637104.260045516,273.81819182098843,25,642166.010253029,643966.095368429,1800.0851154000266,20,662142.702047812,662202.238321603,59.53627379098907,31
sort_radix_opt_196be84b23eeece67a207bc559824a1a,machsuite_xilinx,ss_sort,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,3.862e-09,231793.0,0.0008951845660000001,231793.0,0.0008951845660000001,231793.0,0.0008951845660000001,20073,7513,0,0,0,654.569,34.162,620.408,6075,6075,0,0,6552,0,0,0,0,5.909,0.0,0.019,0.0,4.725,0.0,10.0,100.0,636266.716628829,636267.448483863,0.7318550340132788,21,636832.693600429,636882.906493863,50.2128934339853,5,642214.734126367,642878.106211023,663.3720846560318,23,664139.521972222,664237.143325567,97.6213533449918,11
sort_radix_opt_1e8d05393d9b881d6b2f6f7742b356e9,machsuite_xilinx,ss_sort,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,6.538e-09,99825.0,0.00065265585,99825.0,0.00065265585,99825.0,0.00065265585,86806,52105,0,0,0,762.804,141.804,621.0,56230,56230,0,0,47663,0,0,0,0,3.671,0.0,0.023,0.0,4.725,0.0,10.0,100.0,636266.716628829,636267.719563909,1.0029350799741223,21,636832.871920852,637202.395021451,369.5231005990645,22,642218.67998129,643788.400043327,1569.7200620369986,8,664139.995622898,664272.546754891,132.55113199306652,26
sort_radix_opt_45df591a4bac8bd66cb869ae83b213e8,machsuite_xilinx,ss_sort,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,6.538e-09,132577.0,0.0008667884260000001,132577.0,0.0008667884260000001,132577.0,0.0008667884260000001,19837,11657,0,0,0,667.837,47.357,620.48,13759,13759,0,0,10525,0,0,0,0,4.356,0.0,0.021,0.0,4.725,0.0,10.0,100.0,636266.716628829,636268.232473798,1.515844968962483,21,636839.524849986,636882.109330194,42.58448020799551,19,642352.824301095,643112.798236515,759.9739354200428,5,664141.153587627,664250.984778088,109.83119046106003,45
sort_radix_opt_55e7d777589d8f5fe857cf370c83bb59,machsuite_xilinx,ss_sort,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,4.2110000000000005e-09,168369.0,0.000709001859,168369.0,0.000709001859,168369.0,0.000709001859,13118,2568,0,0,0,646.445,26.082,620.363,3989,3989,0,0,2114,0,0,0,0,5.407,0.0,0.021,0.0,4.725,0.0,10.0,100.0,636266.716628829,636267.077622564,0.3609937350265682,21,636831.529854301,636867.555641007,36.025786706013605,30,642189.390661007,642752.458162379,563.0675013719592,6,664142.210673588,664238.134617306,95.923943717964,13
sort_radix_opt_63f378b39375eca8e49d951c22754d4e,machsuite_xilinx,ss_sort,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,6.538e-09,132561.0,0.000866683818,132561.0,0.000866683818,132561.0,0.000866683818,18293,8649,0,0,0,650.219,29.835,620.384,10089,10089,0,0,7951,0,0,0,0,4.806,0.0,0.021,0.0,4.725,0.0,10.0,100.0,636266.716628829,636268.23492652,1.5182976910145953,21,636840.841487472,636877.745093993,36.90360652108211,17,642388.435125826,643062.71021522,674.2750893939519,9,664144.065101712,664215.762728585,71.69762687303592,25
sort_radix_opt_84bbe852b927cbed11648809897bba38,machsuite_xilinx,ss_sort,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.112e-09,197057.0,0.001401469384,197057.0,0.001401469384,197057.0,0.001401469384,67593,44268,0,0,0,823.263,201.93,621.332,42443,42443,0,0,41689,0,0,0,0,3.627,0.0,0.019,0.0,4.725,0.0,10.0,100.0,636266.716628829,636268.209549151,1.4929203219944611,21,636837.890129115,637289.547387287,451.65725817205384,26,642297.375184789,643813.222592909,1515.8474081200548,14,664145.054625341,664324.647726744,179.59310140297748,14
sort_radix_opt_a4cd3a342e090d8b96469ab8dd8bcdd2,machsuite_xilinx,ss_sort,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.112e-09,116113.0,0.000825795656,116113.0,0.000825795656,116113.0,0.000825795656,25759,12424,0,0,0,679.217,58.674,620.542,13896,13896,0,0,10592,0,0,0,0,3.886,0.0,0.021,0.0,4.725,0.0,10.0,100.0,636266.716628829,636267.803802981,1.0871741520240903,21,636837.40434959,636875.614453169,38.21010357909836,0,642263.754564033,643037.193566866,773.4390028329799,22,664145.501559591,664256.654120348,111.15256075700745,8
sort_radix_opt_b83bcdd57695308bb4e6e1b012041d99,machsuite_xilinx,ss_sort,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,6.0960000000000005e-09,230001.0,0.0014020860960000001,230001.0,0.0014020860960000001,230001.0,0.0014020860960000001,22742,13106,0,0,0,653.628,33.226,620.402,14252,14252,0,0,11970,0,0,0,0,5.256,0.0,0.021,0.0,4.725,0.0,10.0,100.0,636266.716628829,636268.442556258,1.725927429040894,21,636843.004807657,636912.983826213,69.97901855607051,11,642411.76986272,643396.329020955,984.5591582349734,16,664146.028123586,664243.966668001,97.93854441505391,44
sort_radix_opt_c6152c731949a821d560dc6d174f49f2,machsuite_xilinx,ss_sort,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,6.538e-09,165313.0,0.001080816394,165313.0,0.001080816394,165313.0,0.001080816394,11253,6357,0,0,0,648.16,27.787,620.373,7793,7793,0,0,5747,0,0,0,0,4.917,0.0,0.025,0.0,4.725,0.0,10.0,100.0,636266.716628829,636268.432223186,1.7155943569960073,21,636841.136077439,636870.32981993,29.193742491072044,9,642401.828381738,643055.63730672,653.808924981975,18,664150.292378783,664219.132687471,68.84030868799891,24
sort_radix_opt_e73e3330b3df07a7eedcfe5b32b4df2b,machsuite_xilinx,ss_sort,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,6.538e-09,99825.0,0.00065265585,99825.0,0.00065265585,99825.0,0.00065265585,45143,27482,0,0,0,705.562,84.875,620.686,27831,27831,0,0,24557,0,0,0,0,4.305,0.0,0.019,0.0,4.725,0.0,10.0,100.0,636266.716628829,636268.443852091,1.7272232619579881,21,636845.693625175,636930.090415334,84.39679015893489,3,642415.131964442,643494.150284916,1079.0183204740752,1,664162.136700383,664269.35455541,107.21785502694547,23
sort_radix_opt_f45add67307f63a2251ecfa20896fe17,machsuite_xilinx,ss_sort,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,5.301000000000001e-09,132561.0,0.0007027058610000001,132561.0,0.0007027058610000001,132561.0,0.0007027058610000001,26799,10074,0,0,0,659.312,38.879,620.433,8164,8164,0,0,8913,0,0,0,0,4.673,0.0,0.023,0.0,4.725,0.0,10.0,100.0,636266.716628829,636268.233657825,1.5170289960224181,21,636839.915445293,636885.639380965,45.72393567208201,21,642382.30577916,643091.586241358,709.2804621979594,12,664168.133054752,664272.376162448,104.2431076959474,34
sort_radix_opt_fb66ff1d1c2cf55dfc4a798267f30bbc,machsuite_xilinx,ss_sort,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,5.332e-09,201121.0,0.001072377172,201121.0,0.001072377172,201121.0,0.001072377172,8459,1526,0,0,0,638.354,18.035,620.319,2816,2816,0,0,892,0,0,0,0,6.637,0.0,0.03,0.0,4.725,0.0,10.0,100.0,636266.716628829,636268.54082817,1.8241993410047144,21,636846.708023512,636872.778692428,26.070668915985152,29,642432.554261155,642988.532265984,555.9780048290268,0,664175.143591178,664270.924846389,95.78125521098264,46
spmv_crs_opt_06a50a1a6c403f2dfa8f8acd119f9527,machsuite_xilinx,spmv,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.042e-09,,,,,,,1546,1638,14,0,0,641.688,21.351,620.337,1264,1264,0,0,1534,0,0,0,11,5.505,0.0,0.036,0.0,4.725,0.0,10.0,100.0,636266.716665983,636267.961473673,1.2448076900327578,22,636875.615012779,636895.059867338,19.44485455902759,0,642550.949281899,643105.365951165,554.4166692659492,25,664178.454304609,664237.879529209,59.42522460001055,29
