name_unique,dataset_name,name,part,target_clock_period,version_vitis_hls,version_vivado,hls_synth__clock_period,hls_synth__latency_best_cycles,hls_synth__latency_best_seconds,hls_synth__latency_average_cycles,hls_synth__latency_average_seconds,hls_synth__latency_worst_cycles,hls_synth__latency_worst_seconds,hls_synth__resources_lut_used,hls_synth__resources_ff_used,hls_synth__resources_dsp_used,hls_synth__resources_bram_used,hls_synth__resources_uram_used,impl__power__total_power,impl__power__dynamic_power,impl__power__static_power,impl__utilization__Total LUTs,impl__utilization__Logic LUTs,impl__utilization__LUTRAMs,impl__utilization__SRLs,impl__utilization__FFs,impl__utilization__RAMB36,impl__utilization__RAMB18,impl__utilization__URAM,impl__utilization__DSP Blocks,impl__timing__wns,impl__timing__tns,impl__timing__whs,impl__timing__ths,impl__timing__wpws,impl__timing__tpws,impl__timing__clock_period,impl__timing__clock_frequency,execution__OptDSLFrontend__t_start,execution__OptDSLFrontend__t_end,execution__OptDSLFrontend__dt,execution__OptDSLFrontend__core,execution__VitisHLSSynthFlow__t_start,execution__VitisHLSSynthFlow__t_end,execution__VitisHLSSynthFlow__dt,execution__VitisHLSSynthFlow__core,execution__VitisHLSImplFlow__t_start,execution__VitisHLSImplFlow__t_end,execution__VitisHLSImplFlow__dt,execution__VitisHLSImplFlow__core,execution__VitisHLSImplReportFlow__t_start,execution__VitisHLSImplReportFlow__t_end,execution__VitisHLSImplReportFlow__dt,execution__VitisHLSImplReportFlow__core
spmv_crs_opt_2e758c7ca94d10abe0c03aa056b5d12f,machsuite_xilinx,spmv,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.042e-09,,,,,,,1344,1240,14,0,0,641.595,21.258,620.337,1022,1022,0,0,1106,0,0,0,11,5.935,0.0,0.024,0.0,4.725,0.0,10.0,100.0,636266.716665983,636267.991022738,1.2743567550787702,22,636882.109960496,636900.686481033,18.576520537026227,19,642600.94013162,643155.26545626,554.3253246399108,24,664178.758657538,664239.23788264,60.479225101997145,27
spmv_crs_opt_330b5688462f56d559457c9d08126038,machsuite_xilinx,spmv,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.357000000000001e-09,,,,,,,9941,9330,14,0,0,660.652,40.211,620.441,7649,7649,0,0,9227,0,0,0,11,2.298,0.0,0.019,0.0,4.725,0.0,10.0,100.0,636266.716665983,636268.048194285,1.3315283020492643,22,636885.639992542,636915.590542612,29.950550070032477,21,642640.380687501,643406.209848875,765.8291613738984,31,664182.483467551,664257.184956482,74.70148893108126,22
spmv_crs_opt_4a302c56b8c95183cd7562f40a2bc9f3,machsuite_xilinx,spmv,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.042e-09,,,,,,,1612,1641,14,0,0,641.93,21.591,620.339,1421,1421,0,0,1537,0,0,0,11,5.948,0.0,0.036,0.0,4.725,0.0,10.0,100.0,636266.716665983,636267.934768055,1.218102072016336,22,636870.330620656,636889.489068478,19.158447821973823,9,642484.407034134,643021.245982202,536.8389480679762,11,664182.915855531,664246.546887319,63.63103178795427,30
spmv_crs_opt_5024ce6f1fa75992a6798b81a568d97e,machsuite_xilinx,spmv,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.042e-09,,,,,,,1655,1535,14,0,0,645.724,25.365,620.359,969,969,0,0,1357,0,0,0,11,5.693,0.0,0.019,0.0,4.725,0.0,10.0,100.0,636266.716665983,636266.814868165,0.09820218198001385,22,636854.852463048,636873.213142987,18.360679939039983,20,642451.780256087,643004.959219138,553.1789630510611,28,664184.748720128,664248.928339656,64.17961952800397,18
spmv_crs_opt_6debd9e9bafcca184c62c96783d32d38,machsuite_xilinx,spmv,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.357000000000001e-09,,,,,,,10594,11229,14,0,0,673.592,53.081,620.512,8077,8077,0,0,11118,0,0,0,11,0.501,0.0,0.019,0.0,4.725,0.0,10.0,100.0,636266.716665983,636267.962862884,1.2461969010764733,22,636877.745661581,636908.914895517,31.169233936001547,17,642583.134124708,643344.044128773,760.9100040650228,3,664184.901833709,664296.82133089,111.91949718096294,40
spmv_crs_opt_723bf44284c6c14f44bcbe9ee7c9412a,machsuite_xilinx,spmv,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.042e-09,,,,,,,3601,3264,14,0,0,656.613,36.194,620.419,1881,1881,0,0,2871,0,0,0,11,6.02,0.0,0.019,0.0,4.725,0.0,10.0,100.0,636266.716665983,636268.017054382,1.3003883990459144,22,636882.907079497,636903.515897681,20.608818184002303,5,642608.031109649,643181.68617675,573.6550671010045,17,664187.158587654,664251.803527663,64.6449400089914,17
spmv_crs_opt_73e65f89ec8b0bcb3adc1b9567a0378a,machsuite_xilinx,spmv,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.298e-09,,,,,,,6804,7488,14,0,0,694.1,73.476,620.624,6086,6086,0,0,6826,0,0,0,11,4.344,0.0,0.019,0.0,4.725,0.0,10.0,100.0,636266.716665983,636267.93634304,1.2196770570008084,22,636872.779328159,636897.72913865,24.94981049094349,29,642529.118032941,643148.656399949,619.5383670079755,15,664189.97445072,664254.45932317,64.48487245000433,28
spmv_crs_opt_9bd54b79f13bd6ee6c034a1f9dc10417,machsuite_xilinx,spmv,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.298e-09,,,,,,,8187,6120,14,0,0,651.896,31.503,620.393,7288,7288,0,0,6015,0,0,0,11,2.779,0.0,0.019,0.0,4.725,0.0,10.0,100.0,636266.716665983,636267.44756986,0.7309038770617917,22,636866.226659887,636894.026036613,27.799376726034097,10,642454.077150634,643120.6662359,666.5890852659941,2,664191.770667382,664264.615167135,72.8444997529732,20
spmv_crs_opt_d9bec415b6697612c43cf37dccf76989,machsuite_xilinx,spmv,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.042e-09,,,,,,,4710,3596,14,0,0,658.336,37.908,620.428,4350,4346,0,4,3478,0,0,0,11,4.407,0.0,0.021,0.0,4.468,0.0,10.0,100.0,636266.716665983,636267.904373179,1.1877071959897876,22,636867.556311643,636891.542139726,23.985828083008528,30,642472.229915655,643101.746359983,629.5164443280082,27,664191.839078376,664265.416819395,73.57774101907853,16
spmv_crs_opt_e912c461b10d6a05fea05b16cfe9b2b8,machsuite_xilinx,spmv,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.475e-09,,,,,,,23305,18999,14,0,0,747.471,126.555,620.916,20035,19907,0,128,18659,0,0,0,11,-4.92,-3678.751,0.024,0.0,4.468,0.0,10.0,100.0,636266.716665983,636266.789578625,0.07291264203377068,22,636848.674716237,636911.868251586,63.19353534898255,1,642435.466092806,643445.780808203,1010.3147153970785,7,664192.780843467,664285.867249121,93.08640565397218,21
spmv_crs_opt_facdb98f711eab08927114732d6f57c7,machsuite_xilinx,spmv,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.042e-09,,,,,,,1513,1626,14,0,0,640.482,20.152,620.331,1096,1096,0,0,1522,0,0,0,11,5.909,0.0,0.036,0.0,4.725,0.0,10.0,100.0,636266.716665983,636267.959947172,1.243281189003028,22,636873.213934779,636893.010684733,19.79674995399546,20,642544.608578765,643097.660411305,553.0518325400772,19,664198.79893574,664263.333842346,64.53490660595708,19
spmv_ellpack_opt_0243ec06e5b17d37b202280db73c75d0,machsuite_xilinx,ellpack,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.042e-09,31123.0,0.00021916816600000001,31123.0,0.00021916816600000001,31123.0,0.00021916816600000001,1724,1436,14,0,0,649.127,28.749,620.378,1579,1579,0,0,1287,0,0,0,11,5.659,0.0,0.036,0.0,4.725,0.0,10.0,100.0,636266.716831853,636267.003704432,0.28687257901765406,23,636891.542725923,636911.046195953,19.503470030031167,30,642815.777712569,643411.496892819,595.7191802499583,26,664199.846656479,664262.392681628,62.546025148942135,31
spmv_ellpack_opt_0c37d2f9d28aeaa5c4cc18cc984e5185,machsuite_xilinx,ellpack,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.042e-09,31123.0,0.00021916816600000001,31123.0,0.00021916816600000001,31123.0,0.00021916816600000001,1339,1383,14,0,0,640.39,20.06,620.33,1046,1046,0,0,1280,0,0,0,11,6.281,0.0,0.029,0.0,4.725,0.0,10.0,100.0,636266.716831853,636267.449154894,0.732323040952906,23,636900.691536058,636918.615961675,17.924425616976805,19,642888.868217931,643467.921328421,579.053110489971,29,664200.616757669,664288.925322865,88.30856519599911,37
spmv_ellpack_opt_5a2395a4d197ba9fe1587bdfb417cfbb,machsuite_xilinx,ellpack,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.298e-09,25202.0,0.000183924196,25202.0,0.000183924196,25202.0,0.000183924196,1984,2760,14,0,0,647.341,26.973,620.368,2164,2164,0,0,2649,0,0,0,11,6.115,0.0,0.021,0.0,4.725,0.0,10.0,100.0,636266.716831853,636267.880434208,1.1636023549363017,23,636903.516444822,636923.30487124,19.78842641809024,5,642988.532978692,643582.782135629,594.2491569370031,0,664205.060560423,664297.575954345,92.51539392210543,47
spmv_ellpack_opt_5e45573378086c251c6a48fc6587c6ae,machsuite_xilinx,ellpack,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.298e-09,25202.0,0.000183924196,25202.0,0.000183924196,25202.0,0.000183924196,3697,2909,14,0,0,646.53,26.166,620.364,3913,3913,0,0,2755,0,0,0,11,4.973,0.0,0.021,0.0,4.725,0.0,10.0,100.0,636266.716831853,636267.435839944,0.7190080910222605,23,636897.7297657,636920.600034671,22.870268971077166,29,642878.107039787,643517.913251471,639.8062116840156,23,664207.465430805,664303.021544137,95.55611333204433,3
spmv_ellpack_opt_8df5385bdb22ff8d80096e58b65310d3,machsuite_xilinx,ellpack,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.386000000000001e-09,2528.0,1.8671808e-05,2528.0,1.8671808e-05,2528.0,1.8671808e-05,8211,7296,28,0,0,660.98,40.537,620.443,4726,4713,0,13,6266,0,0,0,22,2.797,0.0,0.019,0.0,4.468,0.0,10.0,100.0,636266.716831853,636266.966460576,0.24962872301694006,23,636889.489620322,636918.832267836,29.342647513956763,9,642752.458980652,643459.763262732,707.3042820799164,6,664208.973745626,664311.827662282,102.85391665599309,7
spmv_ellpack_opt_a060c371270618826c06d5b63a52e003,machsuite_xilinx,ellpack,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.298e-09,25202.0,0.000183924196,25202.0,0.000183924196,25202.0,0.000183924196,4217,2891,14,0,0,647.069,26.702,620.367,3891,3891,0,0,2743,0,0,0,11,4.476,0.0,0.026,0.0,4.725,0.0,10.0,100.0,636266.716831853,636267.007216198,0.2903843449894339,23,636893.011319752,636915.500644897,22.48932514502667,20,642842.699202594,643471.352387731,628.6531851369655,13,664209.199310377,664305.031441053,95.832130676019,35
spmv_ellpack_opt_f0ade323a8934170348a592b246e78cb,machsuite_xilinx,ellpack,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.298e-09,25202.0,0.000183924196,25202.0,0.000183924196,25202.0,0.000183924196,2712,2911,14,0,0,649.759,29.378,620.381,2902,2902,0,0,2765,0,0,0,11,6.039,0.0,0.021,0.0,4.725,0.0,10.0,100.0,636266.716831853,636266.80373643,0.08690457697957754,23,636886.127548286,636906.744449736,20.616901449975558,31,642647.204895886,643254.649252962,607.4443570759613,10,664210.42849921,664303.84372041,93.41522119997535,41
spmv_ellpack_opt_f5cbf8e0f817c4673c568b79214be8bc,machsuite_xilinx,ellpack,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.298e-09,25202.0,0.000183924196,25202.0,0.000183924196,25202.0,0.000183924196,2104,2796,14,0,0,648.204,27.831,620.373,2227,2227,0,0,2683,0,0,0,11,3.334,0.0,0.026,0.0,4.725,0.0,10.0,100.0,636266.716831853,636267.908405139,1.1915732859633863,23,636906.745058736,636926.968114666,20.22305592999328,31,643004.960071389,643606.797649929,601.8375785399694,28,664210.460260656,664301.943028787,91.48276813107077,33
stencil2D_opt_0dd4fc56c460ee82b3e858a6456f2b21,machsuite_xilinx,stencil,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,6.84e-09,39069.0,0.00026723196,39069.0,0.00026723196,39069.0,0.00026723196,1625,643,6,0,0,634.597,14.299,620.299,929,929,0,0,628,0,0,0,6,2.243,0.0,0.048,0.0,4.725,0.0,10.0,100.0,636266.71681484,636266.799292506,0.0824776659719646,24,636911.868772676,636932.023080562,20.1543078860268,1,643021.250631353,643569.372718806,548.1220874530263,11,664210.580890653,664303.952453807,93.3715631540399,2
stencil2D_opt_1aa4f97a3394dc09785b809285cca95a,machsuite_xilinx,stencil,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,6.119e-09,27726.0,0.000169655394,27726.0,0.000169655394,27726.0,0.000169655394,14964,3416,33,0,0,674.976,54.457,620.519,5960,5960,0,0,2873,0,0,0,33,-2.644,-270.329,0.026,0.0,4.725,0.0,10.0,100.0,636266.71681484,636268.507392507,1.7905776670668274,24,636928.31932176,636988.413804183,60.09448242303915,4,643155.26630517,643844.288157172,689.0218520020135,24,664211.362911771,664318.04453298,106.68162120890338,42
stencil2D_opt_384720b71623b3894cea137ee723f201,machsuite_xilinx,stencil,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,6.404000000000001e-09,86185.0,0.00055192874,86185.0,0.00055192874,86185.0,0.00055192874,434,124,6,0,0,628.244,7.981,620.264,208,208,0,0,124,0,0,0,6,3.923,0.0,0.046,0.0,4.725,0.0,10.0,100.0,636266.71681484,636268.33667087,1.6198560299817473,24,636918.83285623,636937.695034923,18.862178693059832,9,643105.366779791,643640.230427509,534.863647718099,25,664212.662673323,664301.397934311,88.73526098800357,12
stencil2D_opt_3f5f66e3117dc10121117bc3f48575c1,machsuite_xilinx,stencil,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.277e-09,54942.0,0.00039981293400000005,54942.0,0.00039981293400000005,54942.0,0.00039981293400000005,872,602,6,0,0,633.982,13.687,620.295,540,540,0,0,597,0,0,0,6,1.238,0.0,0.054,0.0,4.725,0.0,10.0,100.0,636266.71681484,636268.492677218,1.7758623780682683,24,636920.600635053,636938.680356783,18.079721729969606,29,643112.798951647,643656.452695506,543.6537438590312,5,664213.46587775,664300.83639235,87.37051460007206,39
stencil2D_opt_518be3d1dff9fbabb5ed5a9c38525437,machsuite_xilinx,stencil,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,6.5950000000000005e-09,11728.0,7.734616000000001e-05,11728.0,7.734616000000001e-05,11728.0,7.734616000000001e-05,1805,942,18,0,0,645.493,25.135,620.358,1152,1152,0,0,915,0,0,0,18,0.9,0.0,0.047,0.0,4.725,0.0,10.0,100.0,636266.71681484,636267.529381688,0.8125668480060995,24,636915.50194274,636935.466448187,19.964505446958356,20,643091.586973256,643650.33322493,558.7462516740197,12,664213.916772919,664305.695565716,91.77879279700574,5
stencil2D_opt_726cff7db90b9e5393b41e5581bf46ce,machsuite_xilinx,stencil,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,6.84e-09,15634.0,0.00010693656,15634.0,0.00010693656,15634.0,0.00010693656,1700,674,15,0,0,649.994,29.612,620.383,947,947,0,0,662,0,0,0,15,1.869,0.0,0.041,0.0,4.725,0.0,10.0,100.0,636266.71681484,636267.992091956,1.2752771159866825,24,636915.591155162,636934.921853051,19.330697889090516,21,643097.661212107,643670.61030015,572.9490880429512,19,664215.763397222,664278.550734699,62.7873374769697,25
stencil2D_opt_8cf4e238c49b4c7e80a21bbdb6c87d38,machsuite_xilinx,stencil,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,6.608e-09,39069.0,0.000258167952,39069.0,0.000258167952,39069.0,0.000258167952,2217,642,6,0,0,628.821,8.555,620.267,1329,1329,0,0,628,0,0,0,6,1.611,0.0,0.047,0.0,4.725,0.0,10.0,100.0,636266.71681484,636267.446623951,0.7298091109842062,24,636912.548580309,636934.495234594,21.946654284955002,24,643055.63810471,643627.313572225,571.675467515015,18,664217.519630052,664307.948947259,90.42931720695924,6
stencil2D_opt_abbd8484cf74479d0fb841f46bb48e80,machsuite_xilinx,stencil,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,6.608e-09,54942.0,0.00036305673600000004,54942.0,0.00036305673600000004,54942.0,0.00036305673600000004,2118,594,6,0,0,645.061,24.705,620.356,1370,1370,0,0,592,0,0,0,6,1.849,0.0,0.051,0.0,4.725,0.0,10.0,100.0,636266.71681484,636268.315193748,1.598378908005543,24,636918.616840396,636939.094357829,20.477517432998866,19,643101.747230979,643689.646250035,587.8990190559998,27,664218.613032056,664316.456736178,97.84370412200224,4
stencil2D_opt_b82a4b1abe206953738169f410937f80,machsuite_xilinx,stencil,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.277e-09,23446.0,0.000170616542,23446.0,0.000170616542,23446.0,0.000170616542,1023,636,9,0,0,633.58,13.287,620.293,622,622,0,0,624,0,0,0,9,1.601,0.0,0.024,0.0,4.725,0.0,10.0,100.0,636266.71681484,636268.506264893,1.7894500530092046,24,636926.968785746,636945.984540808,19.015755061991513,31,643148.657243092,643690.609222169,541.9519790770719,15,664219.133373987,664278.283725496,59.150351508986205,24
stencil2D_opt_e4a15c39545b08edc158f4e4f729a1e5,machsuite_xilinx,stencil,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,6.404000000000001e-09,4164.0,2.6666256000000002e-05,4164.0,2.6666256000000002e-05,4164.0,2.6666256000000002e-05,20243,5297,141,0,0,1035.815,413.308,622.507,18698,18698,0,0,5190,0,0,0,141,-7.91,-13992.01,0.026,0.0,4.725,0.0,10.0,100.0,636266.71681484,636267.470038763,0.753223923034966,24,636912.984386101,636962.182822559,49.19843645801302,11,643062.710921593,644346.544356934,1283.8334353410173,9,664219.575123844,664406.300347794,186.72522394999396,0
stencil2D_opt_f33dd8e871e8dd76744ccf519fd33f9b,machsuite_xilinx,stencil,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,6.85e-09,18276.0,0.0001251906,18276.0,0.0001251906,18276.0,0.0001251906,2835,1203,12,0,0,638.587,18.267,620.32,1801,1801,0,0,1072,0,0,0,12,-0.228,-0.951,0.046,0.0,4.725,0.0,10.0,100.0,636266.71681484,636268.505008724,1.7881938840728253,24,636923.305572195,636945.704997383,22.399425188079476,5,643120.675723189,643701.187855579,580.5121323899366,2,664220.67787901,664313.196151049,92.51827203901485,43
stencil2D_opt_fde89f26085d4e4739d0f635cb9afd93,machsuite_xilinx,stencil,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,6.85e-09,35790.0,0.0002451615,35790.0,0.0002451615,35790.0,0.0002451615,2331,1007,6,0,0,631.629,11.346,620.282,1247,1247,0,0,920,0,0,0,6,0.997,0.0,0.032,0.0,4.725,0.0,10.0,100.0,636266.71681484,636266.963639573,0.24682473298162222,24,636912.14056667,636934.144949915,22.00438324501738,27,643037.194361119,643605.545512269,568.3511511500692,22,664222.861790028,664309.220016003,86.3582259749528,15
stencil3D_opt_0f4712d94bfefdade3161ea139f4be23,machsuite_xilinx,stencil3d,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,6.546e-09,38765.0,0.00025375569,38765.0,0.00025375569,38765.0,0.00025375569,7644,1531,3,0,0,628.959,8.692,620.268,1295,1295,0,0,834,0,0,0,3,1.863,0.0,0.019,0.0,4.725,0.0,10.0,100.0,636266.716841458,636267.438457479,0.7216160210082307,25,636932.023762939,636960.042761529,28.01899858994875,1,643228.251748421,643774.523368395,546.2716199740535,30,664223.470620365,664304.025650928,80.55503056303132,38
stencil3D_opt_15a4bef77e97aea72ec77a43d1f24b07,machsuite_xilinx,stencil3d,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.135e-09,22696.0,0.00016193596,22696.0,0.00016193596,22696.0,0.00016193596,45523,5004,9,0,0,854.279,232.776,621.503,19772,19772,0,0,4829,0,0,0,9,-9.457,-677.08,0.027,0.0,4.725,0.0,10.0,100.0,636266.716841458,636267.712293822,0.9954523639753461,25,636937.695640523,637235.679287712,297.98364718898665,9,643406.210732091,644336.877681096,930.6669490049826,31,664226.645372004,664347.799880783,121.15450877894182,36
stencil3D_opt_175a65e631ea2fa547fd82cf459007a4,machsuite_xilinx,stencil3d,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.135e-09,17151.0,0.000122372385,17151.0,0.000122372385,17151.0,0.000122372385,27010,1990,6,0,0,639.207,18.884,620.324,8642,8642,0,0,1906,0,0,0,6,1.282,0.0,0.023,0.0,4.725,0.0,10.0,100.0,636266.716841458,636268.185646038,1.46880458004307,25,636945.985301956,637247.569568862,301.5842669060221,31,643467.922134283,644339.228668218,871.3065339350142,29,664231.182860095,664333.211460213,102.02860011789016,9
stencil3D_opt_18bbc5cd481884ae0b9403f080c074d3,machsuite_xilinx,stencil3d,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.135e-09,16016.0,0.00011427416,16016.0,0.00011427416,16016.0,0.00011427416,24409,4912,9,0,0,648.373,27.999,620.374,4141,4141,0,0,2472,0,0,0,9,1.582,0.0,0.019,0.0,4.725,0.0,10.0,100.0,636266.716841458,636267.776839245,1.0599977870006114,25,636939.096923795,637033.541518581,94.44459478603676,19,643445.781570004,644149.248320301,703.4667502969969,7,664234.239221949,664329.439008439,95.19978648994584,10
stencil3D_opt_54f58f9379a4e23095efb5cc67fc6148,machsuite_xilinx,stencil3d,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.135e-09,14001.0,9.9897135e-05,14001.0,9.9897135e-05,14001.0,9.9897135e-05,31033,4237,6,0,0,668.633,48.148,620.484,12733,12733,0,0,4037,0,0,0,6,-1.321,-151.891,0.023,0.0,4.725,0.0,10.0,100.0,636266.716841458,636267.740592598,1.023751139990054,25,636938.683860759,637253.410549389,314.7266886299476,29,643411.497704843,644374.690063539,963.1923586960183,26,664237.144083597,664348.123700319,110.97961672197562,11
stencil3D_opt_5716fe3b6b2974e3cb9f35bc4c137cda,machsuite_xilinx,stencil3d,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.135e-09,3403.0,2.4280405e-05,3403.0,2.4280405e-05,3403.0,2.4280405e-05,64854,5004,42,0,0,890.694,268.99,621.704,23858,23858,0,0,4555,0,0,0,42,-7.871,-2996.474,0.023,0.0,4.725,0.0,10.0,100.0,636266.716841458,636267.616382056,0.899540598038584,25,636934.922440002,637358.199558103,423.27711810101755,21,643344.044850813,644443.832546271,1099.7876954580424,3,664237.880103246,664329.7518438,91.87174055399373,29
stencil3D_opt_5d9ca878e13fae93b76e94511c0e7021,machsuite_xilinx,stencil3d,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.135e-09,1187.0,8.469245e-06,1187.0,8.469245e-06,1187.0,8.469245e-06,71790,11017,96,0,0,1131.033,507.996,623.037,26655,26655,0,0,10938,0,0,0,96,-7.504,-16380.743,0.032,0.0,4.725,0.0,10.0,100.0,636266.716841458,636267.446959149,0.7301176909822971,25,636934.145588918,637143.80168755,209.65609863202553,27,643254.650010342,645054.737598214,1800.087587871938,10,662237.030850351,662373.114280547,136.08343019604217,6
stencil3D_opt_61167d96bf076415434e29adf9caa335,machsuite_xilinx,stencil3d,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,6.831000000000001e-09,4221.0,2.8833651000000004e-05,4221.0,2.8833651000000004e-05,4221.0,2.8833651000000004e-05,12143,2559,42,0,0,752.251,131.309,620.942,5838,5838,0,0,2531,0,0,0,42,0.177,0.0,0.039,0.0,4.725,0.0,10.0,100.0,636266.716841458,636267.664769996,0.9479285379638895,25,636935.467066813,636964.523932706,29.056865892955102,20,643396.32999219,644102.467650472,706.1376582819503,16,664238.135394434,664352.785781148,114.65038671402726,13
stencil3D_opt_cfee41c3c7af95b3eb292018ed8d1095,machsuite_xilinx,stencil3d,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.135e-09,3229.0,2.3038914999999998e-05,3229.0,2.3038914999999998e-05,3229.0,2.3038914999999998e-05,23550,3514,30,0,0,688.224,67.632,620.591,3628,3628,0,0,2797,0,0,0,30,2.344,0.0,0.03,0.0,4.725,0.0,10.0,100.0,636266.716841458,636266.78488245,0.06804099201690406,25,636930.091226724,637019.921455261,89.83022853697184,3,643181.687135776,643891.890370387,710.2032346109627,17,664239.238480669,664299.477167016,60.238686347031035,27
stencil3D_opt_e85bbebbe35f53b5e775ce3c4ad860d6,machsuite_xilinx,stencil3d,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.135e-09,22568.0,0.00016102268,22568.0,0.00016102268,22568.0,0.00016102268,14772,3359,6,0,0,644.524,24.171,620.353,3555,3555,0,0,1869,0,0,0,6,0.702,0.0,0.023,0.0,4.725,0.0,10.0,100.0,636266.716841458,636268.212506879,1.4956654210109264,25,636958.384483626,637001.82886476,43.44438113400247,8,643471.353211714,644111.108301623,639.7550899090711,13,664239.833759216,664331.873802361,92.0400431449525,1
viterbi_opt_1801f7fb3d99fa0cdda259f915c51cb3,machsuite_xilinx,viterbi,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.095e-09,838700.0,0.0059505765,838700.0,0.0059505765,838700.0,0.0059505765,16947,7630,6,128,0,809.125,187.392,621.733,10741,10740,0,1,7139,64,0,0,6,1.989,0.0,0.019,0.0,4.458,0.0,10.0,100.0,636266.716972633,636267.713041041,0.9960684080142528,27,636964.524657532,636992.13086274,27.606205207994208,20,643582.790209178,644395.368074398,812.5778652200243,0,664243.9674799,664349.886892712,105.91941281198524,44
viterbi_opt_1d7c190d94f9fbff866dc32acecf5c3e,machsuite_xilinx,viterbi,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,6.739e-09,828408.0,0.005582641512,828408.0,0.005582641512,828408.0,0.005582641512,41838,15284,6,128,0,825.142,203.32,621.822,25097,25096,0,1,15206,64,0,0,6,-6.396,-1246.468,0.021,0.0,4.458,0.0,10.0,100.0,636266.716972633,636268.434770475,1.7177978419931605,27,636988.414502408,637031.363972684,42.94947027601302,4,643640.231216549,644982.741544564,1342.5103280150797,25,664246.547514015,664338.702242714,92.15472869900987,30
viterbi_opt_301177b8fc0bca8cac0e15385c75800d,machsuite_xilinx,viterbi,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.166000000000001e-09,837304.0,0.006000120464000001,837304.0,0.006000120464000001,837304.0,0.006000120464000001,40706,13702,6,128,0,794.787,173.132,621.654,23478,23477,0,1,13093,64,0,0,6,-0.311,-1.425,0.021,0.0,4.458,0.0,10.0,100.0,636266.716972633,636268.170744007,1.453771373955533,27,636977.950842432,637021.88031345,43.92947101802565,2,643605.546322284,644642.05033687,1036.504014585982,22,664248.929075742,664342.730865324,93.8017895820085,18
viterbi_opt_401ab925bd6adf32e1102f38e77fa79f,machsuite_xilinx,viterbi,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.775e-09,679127.0,0.005280212425,679127.0,0.005280212425,679127.0,0.005280212425,32662,9892,9,64,0,993.431,370.918,622.513,17570,17559,0,11,9275,32,0,0,9,-0.212,-0.766,0.024,0.0,4.458,0.0,10.0,100.0,636266.716972633,636268.454413653,1.7374410199699923,27,637011.323738574,637063.815763106,52.492024531937204,28,643689.647251499,644656.524470609,966.8772191100288,27,664250.985663218,664376.445701071,125.46003785298672,45
