design_id,dataset_name,parallel_type,name,part,target_clock_period,version_vitis_hls,version_vivado,clock_period,latency_best_cycles,latency_best_seconds,latency_average_cycles,latency_average_seconds,latency_worst_cycles,latency_worst_seconds,resources_lut_used,resources_ff_used,resources_dsp_used,resources_bram_used,resources_uram_used,t_start,t_end,dt,core,timeout
sha_opt_2a9c535c14a0c99448cd9231ce9e0bbf,chstone_xilinx,naive,sha_stream,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.273e-09,22082.0,0.000160602386,,,22167.0,0.000161220591,31864.0,9260.0,0.0,14.0,0.0,240237.898549688,240269.366639711,31.468090023001423,14,False
sha_opt_5530271808271dc4542eaf5e86ecdc1a,chstone_xilinx,naive,sha_stream,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.273e-09,24138.0,0.000175555674,,,24231.0,0.000176232063,30404.0,8444.0,0.0,14.0,0.0,240237.898596776,240268.293260266,30.394663489976665,15,False
atax_opt_652b8d2085461a5b55c7ab5e944cafe3,polybench_xilinx,naive,atax,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.114e-09,30732.0,0.000218627448,30732.0,0.000218627448,30732.0,0.000218627448,2389.0,1880.0,5.0,8.0,0.0,240305.160651265,240331.437372021,26.276720755995484,0,False
atax_opt_d05a00db8adda49bfea1c05de45c49fc,polybench_xilinx,naive,atax,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.016000000000001e-09,21586.0,0.00015144737600000002,21586.0,0.00015144737600000002,21586.0,0.00015144737600000002,1563.0,1263.0,5.0,12.0,0.0,240305.160662902,240328.374308526,23.213645623996854,1,False
atax_opt_d4bc95179cc225fcb6064586a131ff45,polybench_xilinx,naive,atax,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.114e-09,18512.0,0.000131694368,18512.0,0.000131694368,18512.0,0.000131694368,6025.0,5977.0,40.0,8.0,0.0,240305.160669095,240331.914841843,26.754172748012934,2,False
atax_opt_cd53ec28cbe21869cb5bd96ea640ad55,polybench_xilinx,naive,atax,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.2720000000000005e-09,14296.0,0.000103960512,14296.0,0.000103960512,14296.0,0.000103960512,14732.0,21749.0,80.0,32.0,0.0,240305.160807875,240370.071908568,64.91110069298884,3,False
atax_opt_16e8f88f590fe5d45c730afd973de098,polybench_xilinx,naive,atax,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.114e-09,26700.0,0.0001899438,26700.0,0.0001899438,26700.0,0.0001899438,2291.0,1552.0,5.0,8.0,0.0,240305.160783927,240330.543168749,25.382384822005406,4,False
atax_opt_3e575d5a1904331bcb191220d155dcff,polybench_xilinx,naive,atax,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.2720000000000005e-09,1518.0,1.1038896000000001e-05,1518.0,1.1038896000000001e-05,1518.0,1.1038896000000001e-05,110854.0,151240.0,1280.0,480.0,0.0,240305.160822296,240391.241605746,86.08078345001559,5,False
atax_opt_4fad2325864ddbe70516b9256f49103d,polybench_xilinx,naive,atax,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.331000000000001e-09,5142.0,3.7696002000000005e-05,5142.0,3.7696002000000005e-05,5142.0,3.7696002000000005e-05,61332.0,75120.0,320.0,4.0,0.0,240305.160870304,240456.188400233,151.02752992897877,6,False
atax_opt_8121b6d23ca3425f1fd0115a04fc62dc,polybench_xilinx,naive,atax,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.2720000000000005e-09,4833.0,3.5145576000000006e-05,4833.0,3.5145576000000006e-05,4833.0,3.5145576000000006e-05,44740.0,69385.0,320.0,132.0,0.0,240305.160936789,240377.777871021,72.61693423200632,7,False
bicg_opt_40095e42d87d8883d0cf5083251b9caf,polybench_xilinx,naive,bicg,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.114e-09,19471.0,0.000138516694,19471.0,0.000138516694,19471.0,0.000138516694,3612.0,3478.0,20.0,8.0,0.0,240305.160983163,240330.293149439,25.132166276016505,8,False
bicg_opt_ba24811d4dcfa1b6b10e966873dc18b3,polybench_xilinx,naive,bicg,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.016000000000001e-09,25552.0,0.00017927283200000002,25552.0,0.00017927283200000002,25552.0,0.00017927283200000002,1442.0,1028.0,5.0,14.0,0.0,240305.161117685,240329.350551498,24.18943381300778,9,False
bicg_opt_55f1fc008f5189a375b50b075abad086,polybench_xilinx,naive,bicg,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.114e-09,30283.0,0.000215433262,30283.0,0.000215433262,30283.0,0.000215433262,3906.0,3391.0,5.0,8.0,0.0,240305.161078881,240333.411251759,28.250172878004378,10,False
bicg_opt_94c81d84290196b63d1fa294794eb12b,polybench_xilinx,naive,bicg,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.114e-09,25827.0,0.000183733278,25827.0,0.000183733278,25827.0,0.000183733278,104181.0,137441.0,1280.0,480.0,0.0,240305.161223823,240364.708548068,59.547324245009804,11,False
bicg_opt_5334546da9e231f1c47cd6e7e43c5ab5,polybench_xilinx,naive,bicg,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.114e-09,43018.0,0.000306030052,43018.0,0.000306030052,43018.0,0.000306030052,2539.0,1810.0,5.0,8.0,0.0,240305.16119101,240330.144740928,24.983549917989876,12,False
bicg_opt_9dde8a5377a14bb7bdf20b185a7bd656,polybench_xilinx,naive,bicg,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.2720000000000005e-09,1516.0,1.1024352000000001e-05,1516.0,1.1024352000000001e-05,1516.0,1.1024352000000001e-05,111163.0,151718.0,1280.0,480.0,0.0,240305.162136414,240394.213500423,89.05136400900665,13,False
bicg_opt_88fc7f0d4beede47b7f9ed258def3e1a,polybench_xilinx,naive,bicg,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.114e-09,5084.0,3.6167576000000004e-05,5084.0,3.6167576000000004e-05,5084.0,3.6167576000000004e-05,232253.0,293677.0,2560.0,5.0,0.0,240305.162196367,240445.311984714,140.1497883470147,14,False
bicg_opt_545a3e9fcfb12dea3e859e933cbaf863,polybench_xilinx,naive,bicg,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.2720000000000005e-09,19508.0,0.000141862176,19508.0,0.000141862176,19508.0,0.000141862176,20875.0,26079.0,134.0,142.0,0.0,240305.162551564,240365.95396363,60.791412065998884,15,False
gemm_opt_51fc7fb48a3381cfe66e2709e6125930,polybench_xilinx,naive,gemm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.016000000000001e-09,28958.0,0.00020316932800000002,28958.0,0.00020316932800000002,28958.0,0.00020316932800000002,16366.0,22844.0,128.0,256.0,0.0,240305.16341939,240350.235658422,45.0722390319861,16,False
gemm_opt_5221d480c434e2e36e79e2823a8a357b,polybench_xilinx,naive,gemm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.016000000000001e-09,28958.0,0.00020316932800000002,28958.0,0.00020316932800000002,28958.0,0.00020316932800000002,16366.0,22844.0,128.0,256.0,0.0,240305.163511085,240346.366907623,41.203396538010566,17,False
gemm_opt_64b43800695a6e3cb0b61248be5ac204,polybench_xilinx,naive,gemm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.016000000000001e-09,28958.0,0.00020316932800000002,28958.0,0.00020316932800000002,28958.0,0.00020316932800000002,16366.0,22844.0,128.0,256.0,0.0,240305.164399239,240349.047918479,43.88351923998562,18,False
gemm_opt_005cf8bb045a4fb3c76a388b9dd58a67,polybench_xilinx,naive,gemm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.016000000000001e-09,28958.0,0.00020316932800000002,28958.0,0.00020316932800000002,28958.0,0.00020316932800000002,16366.0,22844.0,128.0,256.0,0.0,240305.1643886,240348.735385619,43.57099701897823,19,False
gemm_opt_150fca79959f0434ec99af23839efdb8,polybench_xilinx,naive,gemm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.016000000000001e-09,28958.0,0.00020316932800000002,28958.0,0.00020316932800000002,28958.0,0.00020316932800000002,16366.0,22844.0,128.0,256.0,0.0,240305.16444109,240349.597133587,44.43269249700825,20,False
gemm_opt_ac4d026df24a55625bdb482ee3c2debf,polybench_xilinx,naive,gemm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.016000000000001e-09,28958.0,0.00020316932800000002,28958.0,0.00020316932800000002,28958.0,0.00020316932800000002,16366.0,22844.0,128.0,256.0,0.0,240305.164554787,240348.896336489,43.731781701993896,21,False
gemm_opt_9e4db76ce30803d5554fe31d7bc363ae,polybench_xilinx,naive,gemm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.016000000000001e-09,28958.0,0.00020316932800000002,28958.0,0.00020316932800000002,28958.0,0.00020316932800000002,16366.0,22844.0,128.0,256.0,0.0,240305.165497049,240349.307124588,44.14162753900746,22,False
gemm_opt_ac139bcfefc71f7366683503e6faa76f,polybench_xilinx,naive,gemm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.016000000000001e-09,28958.0,0.00020316932800000002,28958.0,0.00020316932800000002,28958.0,0.00020316932800000002,16366.0,22844.0,128.0,256.0,0.0,240305.165566491,240350.056386583,44.89082009199774,23,False
gesummv_opt_a04c012f9ebef589dbd9c78fc16cdddb,polybench_xilinx,naive,gesummv,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.114e-09,35918.0,0.000255520652,35918.0,0.000255520652,35918.0,0.000255520652,2952.0,2388.0,5.0,16.0,0.0,240305.165633288,240334.786799647,29.621166358992923,24,False
gesummv_opt_ef2b96ca155ff5b21533356b7a1006b1,polybench_xilinx,naive,gesummv,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.016000000000001e-09,35023.0,0.000245721368,35023.0,0.000245721368,35023.0,0.000245721368,1756.0,1446.0,5.0,21.0,0.0,240305.167350076,240332.586695831,27.419345755013637,26,False
gesummv_opt_526515fffb892c79dd0143b3183ccc75,polybench_xilinx,naive,gesummv,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.2720000000000005e-09,35534.0,0.000258403248,35534.0,0.000258403248,35534.0,0.000258403248,4609.0,3653.0,5.0,16.0,0.0,240305.168811659,240336.870793998,31.701982339000097,25,False
gesummv_opt_779340b31087b7d01e6d6921a89230a6,polybench_xilinx,naive,gesummv,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.114e-09,14635.0,0.00010411339,14635.0,0.00010411339,14635.0,0.00010411339,139324.0,178728.0,2048.0,488.0,0.0,240305.168963502,240407.007965764,101.83900226201513,27,False
gesummv_opt_183602602d5d3239e0eee67d4cbf11a2,polybench_xilinx,naive,gesummv,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.114e-09,31950.0,0.0002272923,31950.0,0.0002272923,31950.0,0.0002272923,2922.0,2165.0,5.0,16.0,0.0,240305.168867007,240333.939993536,28.77112652899814,28,False
gesummv_opt_833972467702263da32443872feee72b,polybench_xilinx,naive,gesummv,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.114e-09,1322.0,9.404708e-06,1322.0,9.404708e-06,1322.0,9.404708e-06,273970.0,352449.0,4096.0,960.0,0.0,240305.170433723,240497.661472092,192.49103836901486,29,False
gesummv_opt_9e47a71ad5293c826b2bb218795e4461,polybench_xilinx,naive,,,,,,,,,,,,,,,,,,240305.174115885,240605.205485774,300.0313698890095,30,True
gesummv_opt_0f82fc51275e9992dcb61a85d28b0255,polybench_xilinx,naive,gesummv,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.016000000000001e-09,19504.0,0.000136840064,19504.0,0.000136840064,19504.0,0.000136840064,61823.0,93851.0,616.0,260.0,0.0,240305.17636804,240421.460183021,116.2838149809977,31,False
k2mm_opt_4fce37b0a8e5f8d78704fbc835966996,polybench_xilinx,naive,k2mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.764000000000001e-09,2179094.0,0.016918485816,2179094.0,0.016918485816,2179094.0,0.016918485816,7521.0,3310.0,13.0,64.0,0.0,240328.375007895,240387.468007748,59.09299985299003,1,False
k2mm_opt_1e4d3024979f6688e034bfe07c5bc4ff,polybench_xilinx,naive,k2mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.016000000000001e-09,878875.0,0.006166187000000001,878875.0,0.006166187000000001,878875.0,0.006166187000000001,14994.0,19426.0,80.0,280.0,0.0,240329.351245495,240372.12132608,42.7700805850036,9,False
k2mm_opt_26c507bafef1683016b090c2e1370146,polybench_xilinx,naive,k2mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.675000000000001e-09,2180630.0,0.01673633525,2180630.0,0.01673633525,2180630.0,0.01673633525,12102.0,5585.0,40.0,88.0,0.0,240330.145497791,240402.219494986,72.07399719499517,12,False
k2mm_opt_9dba5a4512f14ecca4ab1731e86d120e,polybench_xilinx,naive,k2mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.675000000000001e-09,1926294.0,0.014784306450000001,1926294.0,0.014784306450000001,1926294.0,0.014784306450000001,30717.0,31585.0,160.0,152.0,0.0,240330.29391172,240463.655196605,133.36128488500253,8,False
k2mm_opt_7d215b8c1e1543f974fbf24b8ff940d4,polybench_xilinx,naive,k2mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.764000000000001e-09,1925142.0,0.014946802488000002,1925142.0,0.014946802488000002,1925142.0,0.014946802488000002,7285.0,3081.0,13.0,64.0,0.0,240330.543878424,240384.56288038,54.019001955981366,4,False
k2mm_opt_17b5dd70d0b34ae099a743aa7de3a718,polybench_xilinx,naive,,,,,,,,,,,,,,,,,,240331.438057439,240631.509290235,300.07123279600637,0,True
k2mm_opt_2bd4cd72bf0fd3f8c0dcbfe3931fbd97,polybench_xilinx,naive,,,,,,,,,,,,,,,,,,240331.915565709,240631.947860519,300.0322948099929,2,True
k2mm_opt_86f1f01a41e6dcc0b4218e28c4480719,polybench_xilinx,naive,k2mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.764000000000001e-09,1083939.0,0.008415702396,1083939.0,0.008415702396,1083939.0,0.008415702396,77489.0,96882.0,736.0,416.0,0.0,240332.58759737,240472.196242201,139.6086448309943,26,False
k3mm_opt_9a7fd202aaf559d3bdb179ce1535b10a,polybench_xilinx,naive,k3mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.764000000000001e-09,2162962.0,0.016793236968000003,2162962.0,0.016793236968000003,2162962.0,0.016793236968000003,79903.0,75903.0,640.0,168.0,0.0,240333.411979111,240408.064155836,74.65217672500876,10,False
k3mm_opt_3c83707c589dee2216a3242f0abd8345,polybench_xilinx,naive,k3mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.016000000000001e-09,877076.0,0.006153565216000001,877076.0,0.006153565216000001,877076.0,0.006153565216000001,25819.0,37484.0,80.0,440.0,0.0,240333.940773902,240393.160533864,59.219759961997624,28,False
k3mm_opt_d0e92e50a908a61a21ef9d1f8384e426,polybench_xilinx,naive,k3mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.675000000000001e-09,2164498.0,0.016612522150000003,2164498.0,0.016612522150000003,2164498.0,0.016612522150000003,250863.0,286538.0,2560.0,192.0,0.0,240334.787541434,240513.452301167,178.66475973301567,24,False
k3mm_opt_84441d39d8b70e07b58436c7ddf63274,polybench_xilinx,naive,,,,,,,,,,,,,,,,,,240336.871523472,240636.90495623,300.0334327580058,25,True
k3mm_opt_f5fa63631c43db9d71242ae28f63db6e,polybench_xilinx,naive,k3mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.764000000000001e-09,2977805.0,0.023119678020000003,2977805.0,0.023119678020000003,2977805.0,0.023119678020000003,15222.0,10956.0,53.0,124.0,0.0,240346.367625038,240407.591046075,61.223421036993386,17,False
k3mm_opt_9d2976174966ccf174d6f36e5e9ce46b,polybench_xilinx,naive,,,,,,,,,,,,,,,,,,240348.736165139,240648.770859346,300.0346942069882,19,True
k3mm_opt_1184947c1617ed5fbffb7bb9fde69e7c,polybench_xilinx,naive,,,,,,,,,,,,,,,,,,240348.897615716,240648.95026707,300.0526513539953,21,True
k3mm_opt_37e06e7f75c75d006877d34974f9ce61,polybench_xilinx,naive,k3mm,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.793e-09,2150413.0,0.016758168509000002,2150413.0,0.016758168509000002,2150413.0,0.016758168509000002,75803.0,91461.0,648.0,416.0,0.0,240349.048895886,240448.51308784,99.46419195400085,18,False
mvt_opt_bf5b0988d877f9bf20b76a495c04e8cc,polybench_xilinx,naive,mvt,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.016000000000001e-09,35462.0,0.000248801392,35462.0,0.000248801392,35462.0,0.000248801392,2431.0,2027.0,5.0,8.0,0.0,240349.307860081,240370.459217235,21.151357154012658,22,False
mvt_opt_3cbc64464227f3737198bc267e1e18d3,polybench_xilinx,naive,mvt,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.016000000000001e-09,34502.0,0.00024206603200000002,34502.0,0.00024206603200000002,34502.0,0.00024206603200000002,1496.0,1114.0,5.0,13.0,0.0,240349.597881225,240369.882233431,20.284352206013864,20,False
mvt_opt_1749843673e74854395aeb9d59813c93,polybench_xilinx,naive,mvt,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.016000000000001e-09,35078.0,0.000246107248,35078.0,0.000246107248,35078.0,0.000246107248,5542.0,3188.0,5.0,64.0,0.0,240350.060568296,240374.467615454,24.407047157990746,23,False
mvt_opt_c00c6a74b57ca9e1595a877645a13474,polybench_xilinx,naive,mvt,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.114e-09,14304.0,0.000101758656,14304.0,0.000101758656,14304.0,0.000101758656,130078.0,137439.0,1280.0,0.0,0.0,240350.236444483,240429.590788766,79.35434428302688,16,False
mvt_opt_8514549d8ee84209f2a8191fbabe2bb9,polybench_xilinx,naive,mvt,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.016000000000001e-09,31430.0,0.00022051288000000003,31430.0,0.00022051288000000003,31430.0,0.00022051288000000003,2333.0,1699.0,5.0,8.0,0.0,240364.709211046,240385.088030066,20.378819019999355,11,False
mvt_opt_f99e4ebdff4ce9032725a5e39be9deb5,polybench_xilinx,naive,,,,,,,,,,,,,,,,,,240365.954633663,240665.998327018,300.0436933549936,15,True
mvt_opt_5882f16cc8370daf7c481ca66d854f98,polybench_xilinx,naive,,,,,,,,,,,,,,,,,,240369.882860076,240669.945062858,300.0622027819918,20,True
mvt_opt_1fff85c3ac3d3ab8b68fc6112532c897,polybench_xilinx,naive,mvt,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.016000000000001e-09,19552.0,0.000137176832,19552.0,0.000137176832,19552.0,0.000137176832,47999.0,72564.0,320.0,134.0,0.0,240370.07262872,240432.210286037,62.13765731701278,3,False
syr2k_opt_472b18d624332d45f858e125ca9eba9e,polybench_xilinx,naive,syr2k,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.331000000000001e-09,2191383.0,0.016065028773000003,2191383.0,0.016065028773000003,2191383.0,0.016065028773000003,7248.0,3800.0,20.0,56.0,0.0,240370.459841999,240424.962117825,54.502275826002005,22,False
syr2k_opt_7e9f0d52c6274d0319c596af04510c6f,polybench_xilinx,naive,syr2k,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.016000000000001e-09,878879.0,0.006166215064000001,878879.0,0.006166215064000001,878879.0,0.006166215064000001,17721.0,23513.0,128.0,280.0,0.0,240372.121971861,240419.330477716,47.20850585500011,9,False
syr2k_opt_e6231e15be6d3db7ffcfacd4c72d43bf,polybench_xilinx,naive,syr2k,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.852000000000001e-09,2192919.0,0.017218799988000005,2192919.0,0.017218799988000005,2192919.0,0.017218799988000005,12178.0,8182.0,56.0,56.0,0.0,240374.468266144,240437.549942783,63.08167663900531,23,False
syr2k_opt_e548207634c38c2d4dc670b4b76d05c9,polybench_xilinx,naive,syr2k,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.852000000000001e-09,1938583.0,0.015221753716000003,1938583.0,0.015221753716000003,1938583.0,0.015221753716000003,42747.0,50496.0,224.0,152.0,0.0,240377.778597437,240571.01180275,193.2332053130085,7,False
syr2k_opt_d479f4b3206e55fe43e8285264aad7cb,polybench_xilinx,naive,syr2k,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.331000000000001e-09,1937431.0,0.014203306661000002,1937431.0,0.014203306661000002,1937431.0,0.014203306661000002,7250.0,3635.0,20.0,56.0,0.0,240384.563539421,240436.242131274,51.67859185297857,4,False
syr2k_opt_e9bfacc3f0f2e68a4bd04fdb46c4e24a,polybench_xilinx,naive,syr2k,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.852000000000001e-09,1087906.0,0.008542237912000001,1087906.0,0.008542237912000001,1087906.0,0.008542237912000001,147301.0,193803.0,1472.0,728.0,0.0,240385.088634263,240679.522640914,294.43400665099034,11,False
syr2k_opt_44541f1c5f49ca06afbc6f71cdfc3931,polybench_xilinx,naive,,,,,,,,,,,,,,,,,,240387.468573375,240687.524354192,300.05578081699787,1,True
syr2k_opt_8faf274a92a19431283836ffe58af781,polybench_xilinx,naive,syr2k,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.449e-09,1098278.0,0.008181072822,1098278.0,0.008181072822,1098278.0,0.008181072822,49314.0,74757.0,368.0,216.0,0.0,240391.242349258,240525.924234428,134.68188516999362,5,False
syrk_opt_706fe8fd11b9f4d989bb535d52aa0bd3,polybench_xilinx,naive,syrk,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.016000000000001e-09,1105939.0,0.0077592680240000005,1105939.0,0.0077592680240000005,1105939.0,0.0077592680240000005,3055.0,2126.0,10.0,32.0,0.0,240393.161121087,240414.180830277,21.019709190004505,28,False
syrk_opt_7eb1a21e13a210fae2d84241a5063d3a,polybench_xilinx,naive,syrk,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.016000000000001e-09,864276.0,0.006063760416000001,864276.0,0.006063760416000001,864276.0,0.006063760416000001,1969.0,1406.0,5.0,32.0,0.0,240394.214280791,240413.609101762,19.394820971006993,13,False
syrk_opt_7bee2a5e85cf865bc460763215146206,polybench_xilinx,naive,syrk,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.016000000000001e-09,1103379.0,0.007741307064000001,1103379.0,0.007741307064000001,1103379.0,0.007741307064000001,6332.0,5122.0,40.0,40.0,0.0,240402.220109498,240424.838171067,22.618061568995472,12,False
syrk_opt_dc41088253e977352d94ef7b6424a347,polybench_xilinx,naive,syrk,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.2720000000000005e-09,849191.0,0.006175316952000001,849191.0,0.006175316952000001,849191.0,0.006175316952000001,18509.0,29924.0,80.0,80.0,0.0,240407.008724173,240479.815265935,72.8065417619946,27,False
syrk_opt_f11a1e1bb0a1c630e240b824710c1cd1,polybench_xilinx,naive,syrk,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.016000000000001e-09,864270.0,0.0060637183200000005,864270.0,0.0060637183200000005,864270.0,0.0060637183200000005,2607.0,1172.0,5.0,32.0,0.0,240407.59168374,240427.377630687,19.785946946998592,17,False
syrk_opt_a447ac10b0839f4bedba29b8ca393ce5,polybench_xilinx,naive,syrk,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.2720000000000005e-09,2610.0,1.8979920000000002e-05,2610.0,1.8979920000000002e-05,2610.0,1.8979920000000002e-05,132365.0,186190.0,1472.0,656.0,0.0,240408.064739491,240535.139679298,127.07493980700383,10,False
syrk_opt_e3e6a9889f7735609fd486fbea89e844,polybench_xilinx,naive,,,,,,,,,,,,,,,,,,240413.609647897,240713.640457749,300.0308098519745,13,True
syrk_opt_0f12cb68a1ffb2a3ddad0f31bd4fd16a,polybench_xilinx,naive,syrk,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.016000000000001e-09,37404.0,0.000262426464,37404.0,0.000262426464,37404.0,0.000262426464,45498.0,73837.0,368.0,192.0,0.0,240414.181467226,240474.431736558,60.250269331998425,28,False
aes_table_opt_4e97c4ec45461e153f8283862d3e3578,machsuite_xilinx,fine_grained,aes256_encrypt_ecb,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.0290000000000004e-09,611.0,4.294719e-06,611.0,4.294719e-06,611.0,4.294719e-06,330469.0,83173.0,0.0,32.0,0.0,240713.713301923,240755.582315061,41.86901313799899,0,False
aes_table_opt_ab8ded9686249a892c7f6fe24da20e97,machsuite_xilinx,fine_grained,aes256_encrypt_ecb,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.279e-09,681.0,4.956999e-06,681.0,4.956999e-06,681.0,4.956999e-06,325694.0,83625.0,0.0,4.0,0.0,240713.713360015,240746.459120079,32.74576006399002,1,False
aes_table_opt_eb868b80d752ab472992ad760d56ec8a,machsuite_xilinx,fine_grained,aes256_encrypt_ecb,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.279e-09,675.0,4.913325e-06,675.0,4.913325e-06,675.0,4.913325e-06,329044.0,83492.0,0.0,16.0,0.0,240713.71340406,240751.684972065,37.97156800501398,2,False
aes_table_opt_8a3159a366752f8c339d58638516d152,machsuite_xilinx,fine_grained,aes256_encrypt_ecb,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.0290000000000004e-09,611.0,4.294719e-06,611.0,4.294719e-06,611.0,4.294719e-06,330467.0,83197.0,0.0,32.0,0.0,240713.71341589,240755.831856895,42.11844100500457,3,False
aes_table_opt_ae0c036a27cbdac38e9f7652e60291d4,machsuite_xilinx,fine_grained,aes256_encrypt_ecb,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.117e-09,952.0,6.775384e-06,952.0,6.775384e-06,952.0,6.775384e-06,394822.0,77792.0,0.0,2.0,0.0,240713.713469112,240754.509329553,40.79586044099415,4,False
aes_table_opt_7f09e675a6cebdaef9c714805d5e69eb,machsuite_xilinx,fine_grained,aes256_encrypt_ecb,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.117e-09,804.0,5.722068e-06,804.0,5.722068e-06,804.0,5.722068e-06,395561.0,78767.0,0.0,4.0,0.0,240713.713609293,240747.6768923,33.963283007004065,5,False
aes_table_opt_ee825ed4146ae5d56bfc842d60d0c7ae,machsuite_xilinx,fine_grained,aes256_encrypt_ecb,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,7.117e-09,1582.0,1.1259094e-05,1725.0,1.2276825e-05,1868.0,1.3294556000000001e-05,399394.0,78182.0,0.0,12.0,0.0,240713.713584943,240746.831295142,33.11771019900334,6,False
aes_table_opt_b2733e866f820d30cfce275bb14fa847,machsuite_xilinx,fine_grained,aes256_encrypt_ecb,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,6.925e-09,1686.0,1.167555e-05,1855.0,1.2845875e-05,2024.0,1.40162e-05,329173.0,83921.0,0.0,6.0,0.0,240713.713624255,240747.772710016,34.059085760993185,7,False
aes_tableless_opt_48668a8d8254b27e431933143841f4f1,machsuite_xilinx,fine_grained,aes256_encrypt_ecb,xczu9eg-ffvb1156-2-i,10.0,2023.1.1,,6.925e-09,1469.0,1.0172825e-05,16924.0,0.00011719869999999999,102058.0,0.00070675165,331945.0,60475.0,0.0,0.0,0.0,240713.713647847,240748.719172572,35.00552472498384,8,False
